Coordination,R1-CHARMM36m,CHARMM36m(NH2-CT3),R2-CHARMM36m,R3-CHARMM36m,R1-a99sb-ILDN,R2-a99sb-ILDN,R3-a99sb-ILDN,R1-a99sb*-ILDN,R2-a99sb*-ILDN,R3-a99sb*-ILDN
Seesaw,0.183,1.049,0.705,0.559,7.185,7.374,7.621,8.479,8.384,6.221
Seesaw,0.712,0.539,0.637,0.341,8.046,7.274,7.529,7.555,8.234,6.446
Seesaw,1.106,0.582,0.789,0.394,8.337,8.408,8.506,8.715,7.932,8.372
Seesaw,0.503,0.464,0.975,0.59,7.299,7.406,7.427,7.588,8.501,6.962
Seesaw,0.55,0.289,0.663,1.174,7.835,7.485,8.527,7.651,8.646,6.924
Seesaw,1.048,0.781,0.423,0.428,6.867,6.962,7.571,8.042,6.869,8.047
Seesaw,0.467,0.736,1.26,1.499,7.101,7.72,7.639,8.101,8.197,7.074
Seesaw,0.619,0.45,0.777,0.332,7.884,5.908,6.417,8.763,8.424,7.041
Seesaw,0.749,0.513,0.673,0.441,6.625,8.691,7.118,7.951,8.115,7.096
Seesaw,0.515,1.165,0.699,0.469,8.23,7.219,8.35,8.444,7.775,6.36
Seesaw,0.809,0.58,0.798,0.469,8.416,6.849,7.283,7.436,8.121,8.045
Seesaw,0.669,0.857,0.955,0.762,6.982,7.925,7.744,7.906,8.013,7.797
Seesaw,0.91,0.531,0.729,0.884,7.859,8.092,8.335,7.418,9.035,7.404
Seesaw,0.256,0.316,0.905,0.787,6.508,7.62,7.998,6.001,5.171,7.676
Seesaw,0.617,0.64,0.806,0.371,7.173,7.606,8.395,7.475,6.189,7.541
Seesaw,0.675,0.773,0.438,0.496,7.328,6.602,8.073,8.486,7.067,7.646
Seesaw,0.98,0.753,0.606,0.917,7.46,6.425,7.196,7.204,6.683,7.955
Seesaw,0.892,0.733,0.383,0.744,6.424,8.583,8.351,7.826,8.445,6.958
Seesaw,0.559,0.606,0.954,0.501,6.927,9.23,8.48,7.527,8.414,6.643
Seesaw,0.487,0.279,0.407,0.327,7.644,6.42,8.081,7.411,7.199,8.876
Seesaw,0.954,0.331,0.951,0.644,7.533,7.493,8.571,7.836,5.892,7.398
Seesaw,1.01,0.6,0.845,0.297,6.84,8.754,9.284,6.178,7.493,7.45
Seesaw,0.519,0.669,1.044,0.618,7.842,7.811,6.186,9.296,8.124,7.289
Seesaw,0.609,0.508,0.701,0.812,8.563,7.908,7.557,7.44,8.244,9.126
Seesaw,0.704,0.573,1.016,0.651,7.943,8.793,7.741,9.008,8.078,8.025
Seesaw,0.65,0.456,0.672,0.636,7.546,7.169,6.3,7.484,7.15,6.527
Seesaw,0.559,1.308,0.702,0.767,7.085,7.574,6.97,6.61,6.996,8.086
Seesaw,0.256,0.762,0.734,0.979,7.653,6.378,6.479,8.6,8.888,8.338
Seesaw,1.119,0.967,0.568,0.875,7.137,8.307,7.538,6.527,7.061,8.034
Seesaw,1.332,0.574,0.459,0.71,8.207,7.75,8.845,5.626,6.223,8.241
Seesaw,0.786,0.669,0.9,1.292,6.711,6.588,6.937,7.68,6.757,6.9
Seesaw,0.534,0.832,0.704,0.52,7.334,6.218,7.196,6.788,7.065,7.115
Seesaw,0.55,0.46,1.072,0.697,8.058,6.315,8.043,7.039,5.923,8.748
Seesaw,0.386,0.16,0.512,0.748,8.239,7.281,7.88,7.114,8.25,8.46
Seesaw,1.111,0.666,0.374,0.696,8.308,8.061,7.11,7.9,8.458,7.823
Seesaw,1.007,0.754,1.012,0.745,6.858,8.189,8.752,6.14,7.95,7.766
Seesaw,0.605,0.646,0.665,0.781,6.991,7.648,7.073,7.59,8.485,7.344
Seesaw,0.406,0.453,1.494,0.376,8.11,8.935,6.769,8.108,8.7,6.193
Seesaw,0.496,0.28,0.448,0.686,7.445,8.18,7.217,6.737,7.769,8.292
Seesaw,0.661,0.416,0.873,0.643,8.172,5.846,7.106,8.335,7.741,7.855
Seesaw,0.648,0.53,0.848,1.203,7.275,7.605,7.674,7.432,8.392,6.439
Seesaw,0.6,0.385,0.432,1.221,7.742,8.288,8.752,6.006,8.434,6.041
Seesaw,0.651,0.698,0.477,0.794,7.812,9.402,8.499,8.492,7.635,8.57
Seesaw,0.387,0.95,0.722,1.411,7.785,5.399,8.427,7.591,7.466,7.895
Seesaw,0.329,0.284,0.97,0.491,7.876,7.984,7.709,7.889,7.206,6.628
Seesaw,1.438,0.467,0.788,0.501,7.599,8.167,7.509,7.818,6.073,8.634
Seesaw,0.817,0.436,0.984,0.578,6.112,7.731,7.379,8.402,8.311,7.958
Seesaw,0.28,0.427,0.862,0.534,7.832,7.806,7.44,7.335,7.309,7.994
Seesaw,0.683,0.825,1.005,0.616,8.645,7.211,8.507,8.414,8.392,4.9
Seesaw,0.654,1.147,1.303,0.785,6.77,7.75,6.244,8.151,8.102,5.789
Seesaw,0.459,0.798,0.304,0.806,8.772,7.116,7.485,7.621,7.234,7.497
Seesaw,0.622,0.433,0.546,0.737,8.673,8.325,6.332,7.945,7.404,7.414
Seesaw,0.31,0.407,0.791,0.769,6.379,8.852,7.609,7.074,8.424,7.174
Seesaw,1.167,0.567,0.994,0.397,7.541,8.187,6.081,9.022,6.861,7.597
Seesaw,0.38,0.302,1.167,0.821,7.537,6.553,5.12,8.03,7.963,8.177
Seesaw,0.852,0.532,0.499,0.776,6.897,6.149,3.823,7.176,7.952,8.213
Seesaw,0.432,0.782,0.516,0.726,8.892,8.496,6.977,8.44,8.632,7.54
Seesaw,0.782,0.366,0.758,0.925,7.122,8.293,4.081,6.178,8.763,7.821
Seesaw,0.52,0.463,0.697,0.45,7.641,6.914,0.994,7.429,7.373,8.221
Seesaw,0.623,0.849,0.649,0.57,8.335,6.771,0.773,8.316,8.097,8.366
Seesaw,0.832,0.56,0.475,0.359,8.955,8.791,0.541,8.186,8.28,7.242
Seesaw,0.742,0.532,0.687,1.264,7.585,8.272,2.727,7.294,7.83,7.428
Seesaw,0.834,1.092,0.475,0.379,8.086,8.086,0.429,8.473,7.603,6.192
Seesaw,0.223,0.559,0.843,0.85,5.825,7.275,0.619,8.755,6.952,7.766
Seesaw,0.537,0.31,0.963,1.813,8.259,6.952,0.66,8.156,7.489,8.729
Seesaw,0.739,0.516,0.846,1.193,7.784,7.461,1.042,8.482,8.28,8.291
Seesaw,0.721,0.772,0.473,2.112,8.928,7.088,0.784,8.014,9.041,8.005
Seesaw,0.525,0.792,1.197,1.267,8.313,8.161,0.607,7.239,8.485,8.15
Seesaw,0.842,0.7,0.309,0.96,8.436,8.554,7.988,7.709,6.219,7.265
Seesaw,0.779,0.797,0.578,0.77,7.011,8.187,0.82,7.23,6.372,6.679
Seesaw,0.951,0.856,0.974,0.449,8.846,8.189,0.644,8.18,7.101,8.397
Seesaw,0.939,0.6,0.637,0.694,6.171,8.846,5.746,8.075,8.277,8.029
Seesaw,0.507,1.098,1.324,1.11,8.43,8.178,0.663,6.363,5.956,8.279
Seesaw,0.845,0.82,0.883,0.433,7.849,6.23,4.4,7.549,8.546,7.64
Seesaw,0.411,0.8,0.458,0.623,6.559,8.852,0.924,7.178,8.289,8.399
Seesaw,0.461,0.725,0.607,0.753,8.093,6.583,4.123,6.733,8.4,7.258
Seesaw,0.895,0.562,0.728,0.63,8.207,7.502,6.623,8.614,6.348,5.657
Seesaw,0.861,0.852,0.506,0.481,8.015,8.119,8.568,7.693,7.055,6.656
Seesaw,1.402,0.712,1.04,0.759,7.917,7.573,0.501,7.706,8.342,8.436
Seesaw,0.511,0.871,0.509,0.739,6.751,7.043,0.536,7.471,8.766,8.212
Seesaw,0.865,0.205,1.014,0.951,9.118,7.851,0.367,7.063,7.923,6.894
Seesaw,1.184,1.066,0.481,1.038,7.414,8.161,0.557,6.987,6.707,7.623
Seesaw,1.023,0.85,0.296,0.769,7.817,7.181,0.172,8.776,8.383,7.891
Seesaw,0.554,0.582,0.718,0.535,8.137,7.34,0.986,8.031,8.319,8.142
Seesaw,0.386,1.159,0.451,0.93,7.819,8.453,4.959,8.025,7.758,8.543
Seesaw,0.619,0.973,0.558,0.478,8.381,7.927,0.953,8.192,7.696,6.866
Seesaw,0.969,0.819,0.747,0.835,8.159,6.502,0.543,8.105,7.697,7.424
Seesaw,1.19,0.511,0.672,0.473,6.97,5.806,0.374,7.643,8.395,7.817
Seesaw,0.64,1.356,1.053,0.433,7.441,8.046,0.707,8.289,8.708,8.379
Seesaw,1.16,1.04,0.579,1.042,7.017,8.09,0.561,7.757,6.632,5.742
Seesaw,1.446,0.721,0.733,0.54,8.431,8.12,0.403,8.087,7.466,7.622
Seesaw,0.402,0.854,1.05,0.698,8.49,8.373,0.608,7.708,6.347,7
Seesaw,0.806,0.593,0.502,0.912,8.906,7.553,1.026,7.875,8.67,8.318
Seesaw,0.928,0.899,0.773,0.732,7.087,8.09,0.628,6.612,7.788,7.419
Seesaw,0.899,0.535,0.583,0.88,7.813,8.085,0.705,7.98,8.627,8.016
Seesaw,0.666,0.788,0.898,0.876,6.987,8.151,0.358,8.32,7.226,9.13
Seesaw,0.612,0.703,1.29,0.747,9.02,6.794,0.657,8.042,7.841,7.288
Seesaw,0.862,0.367,1.141,0.621,6.469,8.488,0.492,7.653,6.795,6.783
Seesaw,0.467,0.829,1.364,0.76,7.88,8.647,0.535,6.91,8.4,8.073
Seesaw,0.794,0.453,0.274,0.481,8.098,7.918,0.706,6.784,6.951,8.34
Seesaw,0.598,0.666,0.504,0.835,7.919,5.869,0.28,8.125,7.863,8.665
Seesaw,1.055,0.916,0.382,1.151,7.764,7.376,0.398,6.399,7.322,8.606
Seesaw,0.596,0.552,1.178,0.521,8.806,8.533,1.233,7.874,5.539,6.125
Seesaw,0.507,1.018,1.131,0.655,6.28,9.318,1.858,7.487,7.443,8.718
Seesaw,0.854,0.489,0.853,0.641,7.416,7.742,0.672,7.908,8.975,8.775
Seesaw,1.289,0.366,1.366,0.674,8.363,5.028,0.43,7.943,8.145,6.856
Seesaw,0.542,0.856,1.521,0.722,9.158,6.137,0.528,8.549,7.326,7.98
Seesaw,0.953,0.338,0.647,0.612,8.214,7.285,0.427,8.591,6.896,8.116
Seesaw,1.024,0.449,1.574,0.64,7.363,5.061,0.59,8.602,6.461,8.049
Seesaw,0.656,0.682,0.812,0.744,7.982,7.844,0.717,8.249,1.393,6.578
Seesaw,0.492,0.929,0.7,0.849,8.043,8.095,0.137,8.503,6.922,7.263
Seesaw,0.709,0.591,0.941,0.53,7.829,8.19,0.533,6.978,7.735,8.534
Seesaw,0.333,0.46,0.838,0.614,5.835,5.533,0.68,8.807,8.109,6.374
Seesaw,0.454,0.886,0.91,0.735,7.846,8.265,0.724,6.047,8.749,7.292
Seesaw,0.952,0.813,0.739,0.578,6.631,9.152,0.409,8.297,5.854,8.053
Seesaw,0.676,0.527,0.961,0.487,7.955,6.394,0.398,6.81,8.772,6.585
Seesaw,0.783,1.598,0.578,0.653,6.672,5.75,0.515,7.7,6.696,8.517
Seesaw,1.122,0.874,1.053,0.716,7.343,6.018,0.713,8.307,8.037,8.337
Seesaw,0.412,0.543,0.768,0.785,8.324,7.059,0.551,7.798,6.083,7.063
Seesaw,0.674,0.446,0.775,0.559,7.74,6.464,0.73,8.088,8.488,8.526
Seesaw,0.495,0.468,1.15,0.945,8.223,8.012,0.634,7.279,8.539,5.993
Seesaw,0.801,0.672,1.19,0.233,7.735,7.301,6.61,8.833,7.33,8.784
Seesaw,0.53,0.908,0.85,0.787,8.04,8.297,0.664,8.24,3.472,6.419
Seesaw,0.433,0.897,1.278,1.267,7.31,7.434,8.722,8.25,8.78,6.457
Seesaw,0.528,0.668,0.448,1.053,8.314,8.228,8.193,8.695,6.972,5.878
Seesaw,0.952,0.889,1.956,0.667,8.596,6.768,8.156,7.987,7.07,6.61
Seesaw,0.571,0.424,0.77,0.654,6.935,7.877,5.829,7.503,0.898,7.8
Seesaw,0.972,0.382,1.261,0.972,7.608,7.538,8.263,5.647,0.974,8.136
Seesaw,0.603,0.973,1.452,0.496,7.872,9.095,6.778,7.793,6.523,8.559
Seesaw,0.618,0.361,0.947,0.422,7.592,8.402,0.459,7.901,2.86,9.049
Seesaw,0.911,0.58,0.569,0.852,6.275,7.682,0.971,6.965,5.047,6.502
Seesaw,1.117,1.769,1.464,0.221,6.736,8.835,6.85,6.079,0.822,7.465
Seesaw,1.453,0.642,0.951,0.423,8.324,8.615,8.615,7.355,6.479,8.311
Seesaw,0.534,1.302,2.113,0.915,7.838,7.214,3.228,5.502,0.93,7.851
Seesaw,0.438,0.634,0.661,1.298,8.056,8.951,0.314,7.825,0.571,8.894
Seesaw,0.541,0.523,0.771,0.946,8.015,7.178,0.83,6.284,0.42,6.547
Seesaw,0.725,0.514,1.248,0.754,6.818,8.418,7.837,7.249,0.358,8.063
Seesaw,0.504,0.525,0.364,0.82,7.831,8.69,8.026,7.548,0.365,8.109
Seesaw,0.663,0.549,0.571,0.927,7.571,7.615,7.198,7.013,0.498,7.233
Seesaw,0.762,0.508,1.294,1.181,9.153,7.826,7.519,8.311,0.675,8.311
Seesaw,0.81,0.4,0.318,0.594,7.743,8.413,5.925,8.285,0.883,8.488
Seesaw,0.633,1.203,0.448,0.944,6.696,6.14,7.861,7.922,1.134,8.796
Seesaw,1.542,0.729,0.94,0.78,7.58,8.168,8.595,6.884,0.834,6.182
Seesaw,0.656,0.448,0.704,0.586,6.847,8.146,8.01,8.791,5.906,6.774
Seesaw,0.911,0.457,1.227,0.717,7.097,7.557,6.809,8.913,6.92,8.083
Seesaw,0.659,0.822,1.076,0.67,7.824,7.581,6.165,7.525,1.036,9.173
Seesaw,0.275,0.448,0.802,0.604,7.324,6.828,7.449,4.202,0.948,7.245
Seesaw,0.871,1.284,1.206,0.696,8.796,7.634,8.753,7.852,8.5,6.858
Seesaw,0.44,0.456,1.117,0.116,7.047,7.906,6.208,7.746,7.96,7.435
Seesaw,0.588,0.673,1.944,0.709,4.879,7.015,7.02,8.321,7.728,7.818
Seesaw,0.618,1.046,0.805,0.578,7.477,6.117,6.415,6.425,8.286,7.536
Seesaw,0.499,0.704,1.514,0.346,8.916,8.414,8.277,8.21,8.069,4.998
Seesaw,0.611,0.525,0.769,1.934,8.291,8.526,5.425,8.622,8.504,8.149
Seesaw,0.899,0.379,0.63,0.684,7.962,8.331,5.985,8.122,5.955,6.953
Seesaw,1.147,0.572,0.678,0.619,8.294,7.154,5.211,7.489,0.853,7.687
Seesaw,0.961,0.6,1.094,0.634,7.695,7.25,7.073,7.863,0.6,8.177
Seesaw,0.599,1.184,1.049,0.878,6.985,6.262,8.709,7.391,0.347,7.396
Seesaw,0.687,0.503,0.748,0.722,5.563,9.288,7.971,7.675,0.203,6.013
Seesaw,1.011,0.39,1.439,0.862,7.255,5.652,5.821,8.605,0.684,8.124
Seesaw,0.76,0.428,0.656,0.691,7.425,6.826,7.95,5.932,0.841,8.973
Seesaw,1.138,0.459,1.013,0.515,6.906,7.833,7.418,8.821,1.011,8.237
Seesaw,2.037,0.836,1.385,0.651,5.92,8,5.447,7.458,1.397,8.736
Seesaw,1.371,0.435,1.018,0.545,7.607,5.806,7.943,7.465,0.662,8.32
Seesaw,1.653,0.641,1.394,0.618,6.854,7.116,0.857,6.444,0.76,6.546
Seesaw,0.751,0.682,2.037,0.626,9.077,6.646,5.358,6.643,0.386,8.077
Seesaw,1.238,0.519,0.504,0.991,6.863,6.238,8.384,8.407,0.421,6.433
Seesaw,0.915,0.847,1.589,0.763,7.328,8.271,8.636,7.521,0.685,7.164
Seesaw,0.508,0.913,1.136,0.483,7.242,9.073,7.393,8.277,0.707,8.665
Seesaw,0.599,0.711,0.682,0.746,8.165,8.427,8.338,6.903,7.29,8.538
Seesaw,0.729,0.765,0.785,1.492,8.982,9.014,8.587,7.99,0.575,7.541
Seesaw,0.885,0.403,1.891,0.19,7.123,7.437,7.167,7.205,0.858,7.759
Seesaw,0.547,1.181,1.696,0.894,7.607,7.94,7.252,8.078,0.322,8.047
Seesaw,0.378,0.698,2.499,0.991,7.428,7.47,7.617,7.035,0.396,6.807
Seesaw,0.634,0.186,1.204,0.824,7.503,7.767,7.001,8.146,7.74,8.468
Seesaw,1.018,0.688,1.437,1.206,8.371,7.135,6.313,8.791,0.319,7.66
Seesaw,0.856,1.357,1.502,0.575,9.033,6.748,9.098,8.457,0.608,7.475
Seesaw,0.512,1.075,1.383,0.692,7.957,6.876,5.81,8.253,1.247,8.102
Seesaw,0.535,1.558,1.042,0.366,8.068,6.661,6.109,5.806,0.355,8.481
Seesaw,0.6,0.637,1.624,0.615,8.537,8.168,7.929,7.478,0.553,8.619
Seesaw,0.243,0.698,0.826,1.232,5.346,7.559,8.118,7.237,0.671,8.546
Seesaw,0.695,1.005,1.562,0.892,5.728,7.607,8.209,7.102,1.005,6.253
Seesaw,0.756,0.884,0.884,1.206,7.793,7.189,6.29,9.081,0.698,5.44
Seesaw,0.84,1.828,1.005,0.715,7.123,8.826,5.186,7.151,0.323,5.86
Seesaw,0.632,0.753,0.44,0.563,7.393,7.903,0.807,5.239,1.575,8.776
Seesaw,0.947,0.417,0.54,0.732,8.254,8.457,0.862,6.583,0.368,7.15
Seesaw,0.555,1,0.794,1.044,7.418,5.847,0.789,7.126,0.52,6.776
Seesaw,0.552,1.099,1.118,0.574,8.806,7.441,0.823,8.23,0.6,9.029
Seesaw,0.413,0.543,1.768,0.734,6.268,6.76,1.312,9.046,0.684,5.536
Seesaw,0.663,1.382,0.772,0.443,8.18,6.926,0.528,7.818,0.291,7.064
Seesaw,0.964,0.71,0.74,0.804,6.75,7.757,0.732,8.684,1.521,7.92
Seesaw,0.469,1.907,1.548,0.757,7.375,8.454,0.892,7.244,1.115,9.026
Seesaw,0.399,1.137,0.7,1.091,7.295,7.954,0.652,7.806,0.505,6.731
Seesaw,1.65,0.901,0.815,1.043,6.979,7.008,0.584,7.871,0.454,6.882
Seesaw,1.102,1.23,1.098,1.088,8.134,8.547,6.7,7.591,0.955,6.133
Seesaw,0.416,0.92,0.864,0.841,7.089,8.745,0.669,6.488,0.646,7.132
Seesaw,1.207,1.037,1.26,0.728,8.594,5.974,0.399,7.717,1.007,8.218
Seesaw,0.53,1.04,1.409,1.198,8.546,5.055,0.578,9.277,0.691,7.805
Seesaw,0.99,0.977,1.054,0.585,8.387,9.087,1.077,8.56,0.447,7.559
Seesaw,0.719,0.318,0.732,1.248,7.903,8.236,0.757,8.146,0.456,6.566
Seesaw,1.165,0.371,0.901,0.459,6.984,7.382,0.612,8.732,0.621,5.378
Seesaw,1.392,0.546,2.015,0.49,6.365,7.488,0.57,6.3,0.606,6.99
Seesaw,0.348,0.97,1.499,0.871,8.305,7.384,0.834,5.497,3.831,5.999
Seesaw,1.042,0.89,1.48,0.626,7.268,6.863,0.36,8.376,0.212,6.712
Seesaw,0.342,0.536,0.892,0.48,7.494,8.311,0.654,8.77,0.484,7.854
Seesaw,0.475,0.944,1.264,0.654,7.226,6.468,1.19,7.981,0.78,7.08
Seesaw,0.893,0.832,1.195,1.174,8.193,8.768,3.674,8.183,0.553,7.288
Seesaw,0.505,0.831,37.813,1.286,7.276,8.29,0.503,8.233,0.56,7.609
Seesaw,1.152,0.549,23.418,0.505,6.636,7.936,0.561,7.448,0.652,6.82
Seesaw,0.591,1.042,26.328,0.558,6.589,8.464,0.451,7.768,1.011,8.707
Seesaw,0.592,0.588,38.723,0.466,8.966,6.988,0.491,5.329,0.518,7.228
Seesaw,1.212,0.993,20.329,0.943,8.603,8.372,0.923,6.719,0.396,7.266
Seesaw,0.57,1.126,23.845,0.589,7.663,5.484,1.082,8.373,0.898,8.045
Seesaw,0.488,1.001,38.842,0.472,8.592,7.466,0.622,6.844,0.531,7.52
Seesaw,0.382,0.908,29.357,1.456,8.634,6.904,0.701,8.588,0.517,7.352
Seesaw,0.458,1.378,36.154,0.4,6.795,7.125,0.786,7.138,1.042,5.855
Seesaw,0.79,1.488,14.027,1.39,7.589,6.374,0.644,7.122,0.662,8.658
Seesaw,1.458,1.144,31.151,0.967,7.585,8.564,0.764,8.684,0.346,8.428
Seesaw,0.93,1.21,39.632,1.556,7.204,7.649,0.521,6.47,0.523,8.292
Seesaw,0.682,0.608,24.421,0.348,8.853,8.491,0.702,8.04,0.299,7.868
Seesaw,0.409,0.571,36.624,0.996,7.801,8.496,0.688,6.707,0.999,5.814
Seesaw,0.616,1.106,37.956,0.517,7.86,8.043,0.33,8.759,0.353,8.106
Seesaw,0.359,1.185,39.836,0.521,7.873,8.159,0.499,8.421,0.667,6.594
Seesaw,0.674,0.723,38.78,1.001,8.655,8.526,0.767,8.19,0.461,7.646
Seesaw,0.466,1.125,42.061,0.988,7.721,6.784,0.758,7.394,0.458,7.083
Seesaw,0.577,0.694,38.753,0.521,8.653,6.684,0.359,9.099,0.845,7.98
Seesaw,0.454,0.487,31.27,0.916,6.433,7.57,1.34,8.545,0.726,8.282
Seesaw,0.714,0.813,41.641,0.307,7.073,8.74,0.984,8.434,0.665,7.972
Seesaw,0.95,0.778,40.947,1.137,7,8.445,0.38,9.33,0.54,7.448
Seesaw,0.844,0.509,34.588,1.404,6.984,8.529,1.008,8.487,0.498,7.821
Seesaw,0.886,0.722,40.202,0.823,7.109,8.526,0.605,6.628,0.479,7.897
Seesaw,0.743,0.641,40.78,0.989,8.056,7.502,0.289,6.836,0.602,6.192
Seesaw,0.735,1.128,39.748,0.787,8.476,6.202,1.186,8.608,0.636,7.937
Seesaw,0.633,0.799,41.479,0.851,8.425,7.813,0.604,6.653,0.296,7.817
Seesaw,1.136,0.95,36.184,0.593,6.311,5.739,0.653,8.757,0.793,5.885
Seesaw,1.45,0.721,37.643,0.698,6.066,7.117,0.264,7.248,0.787,8.038
Seesaw,0.534,0.268,37.222,0.777,7.717,8.833,0.893,8.176,0.321,8.427
Seesaw,0.69,0.806,42.934,0.651,6.98,6.4,4.569,7.274,0.571,7.431
Seesaw,0.769,1.451,39.588,1.377,5.867,8.635,1.005,7.974,0.417,7.339
Seesaw,0.628,0.399,36.402,0.579,7.648,6.726,0.604,6.793,1.326,7.695
Seesaw,0.635,0.27,39.945,0.694,6.088,8.07,0.781,8.518,0.593,7.853
Seesaw,0.673,0.805,40.001,0.36,6.695,8.637,1.158,7.616,0.854,6.192
Seesaw,1.125,0.915,35.316,0.363,8.456,7.8,1.03,8.124,6.545,6.873
Seesaw,1.143,0.817,38.832,0.922,7.37,6.812,0.659,7.245,0.636,5.625
Seesaw,0.736,0.46,38.24,0.736,8.079,6.217,0.192,7.712,0.698,7.968
Seesaw,0.433,1.119,35.097,0.902,8.951,8.233,0.643,8.517,0.752,7.443
Seesaw,0.627,0.137,40.381,0.803,7.957,8.018,0.987,8.868,6.607,8.994
Seesaw,0.662,0.412,36.673,0.571,7.386,7.245,1.665,6.103,0.294,6.287
Seesaw,0.67,0.497,35.821,0.931,8.511,6.508,0.84,7.4,0.665,7.049
Seesaw,0.849,0.514,35.08,0.66,8.634,7.2,0.964,7.052,0.92,8.757
Seesaw,0.683,0.215,37.756,0.474,7.636,7.731,0.889,6.967,0.702,6.763
Seesaw,0.637,0.598,34.756,0.641,7.601,8.794,0.703,7.025,2.766,8.758
Seesaw,0.972,0.399,35.099,0.818,8.665,7.87,0.428,8.437,7.298,8.552
Seesaw,0.721,0.626,36.888,0.544,7.824,8.693,0.848,6.688,8.187,6.057
Seesaw,1.075,1.046,34.631,0.597,8.994,7.204,0.461,8.363,5.859,8.203
Seesaw,0.622,0.739,38.706,1.498,8.702,8.343,0.482,8.856,0.318,6.708
Seesaw,0.767,1.058,34.234,0.711,7.977,7.629,1.69,7.759,0.793,8.353
Seesaw,1.15,0.586,37.502,0.727,8.191,7.74,0.692,8.577,0.884,7.35
Seesaw,0.756,0.851,38.143,0.704,8.227,8.326,0.714,8.01,1.023,8.086
Seesaw,0.548,0.423,37.918,0.551,7.219,7.18,0.628,7.613,1.113,8.083
Seesaw,0.752,0.72,35.843,0.91,8.727,8.445,0.605,4.057,6.717,8.101
Seesaw,0.55,0.848,34.502,0.614,8.271,7.772,0.871,6.52,7.7,7.508
Seesaw,0.889,0.445,34.256,1.061,7.665,8.928,0.786,8.255,8.651,8.725
Seesaw,0.67,0.506,30.617,0.946,6.911,6.173,0.658,7.141,8.242,6.934
Seesaw,0.77,1.183,37.715,1.065,6.323,7.343,0.414,6.16,8.595,8.807
Seesaw,0.705,0.898,36.491,0.721,5.798,7.99,0.534,7.108,7.199,7.096
Seesaw,0.738,0.748,30.371,0.969,8.073,7.213,0.961,8.368,5.44,7.819
Seesaw,0.699,0.814,32.201,0.562,6.106,7.552,0.825,8.849,6.691,7.061
Seesaw,0.745,0.765,36.321,0.665,8.371,7.87,0.291,8.336,7.144,7.98
Seesaw,0.671,1.181,41.432,1.016,8.286,8.053,0.783,6.733,6.557,7.437
Seesaw,0.785,0.79,38.41,0.978,5.046,8.756,0.487,7.368,8.443,7.598
Seesaw,0.664,1.053,34.615,0.641,7.538,8.695,0.624,5.983,6.494,6.724
Seesaw,0.465,0.416,39.1,0.802,8.291,7.262,0.544,7.788,7.865,7.888
Seesaw,0.681,1.037,40.436,1.112,7.992,9.352,0.513,8.086,7.461,6.756
Seesaw,0.793,0.419,41.981,0.996,8.076,6.44,0.562,6.97,6.28,7.649
Seesaw,1.229,0.964,41.029,0.89,7.003,8.937,0.611,8.103,8.443,8.611
Seesaw,0.779,0.841,41.589,1.126,8.083,6.863,0.606,8.448,7.092,8.081
Seesaw,0.45,0.584,41.059,0.697,8.061,8.169,1.216,7.517,6.058,8.523
Seesaw,0.74,0.894,40.049,1.057,8.282,7.905,1.009,6.861,8.005,4.944
Seesaw,0.995,0.638,40.755,1.092,7.755,8.715,0.746,7.098,7.333,9.007
Seesaw,0.539,1.288,37.394,0.43,7.915,8.189,0.824,8.091,7.449,8.853
Seesaw,0.238,0.476,33.653,0.499,7.152,7.205,0.421,6.969,0.238,7.437
Seesaw,0.416,0.697,38.381,0.825,7.647,8.568,0.733,8.517,0.601,7.504
Seesaw,0.483,0.534,41.663,0.889,7.019,8.528,0.247,7.899,1.009,5.461
Seesaw,0.965,0.592,40.64,0.983,8.104,8.381,0.928,6.702,0.437,8.533
Seesaw,1.063,0.48,42.073,0.71,6.796,7.858,0.382,7.863,0.232,8.639
Seesaw,0.39,0.881,43.072,0.825,7.228,5.137,0.351,7.233,1.09,7.98
Seesaw,0.494,0.347,35.547,1.054,8.689,7.172,0.792,8.208,0.448,7.327
Seesaw,0.708,0.564,37.129,0.933,8.192,7.525,0.374,7.408,0.648,5.669
Seesaw,1.361,0.685,39.878,0.44,8.867,7.871,0.668,8.075,5.592,8.106
Seesaw,0.719,0.646,38.046,0.638,7.209,7.374,0.728,6.462,0.639,7.195
Seesaw,0.304,0.42,39.299,0.634,5.739,8.715,0.691,7.57,0.72,7.257
Seesaw,0.475,0.572,38.666,0.497,8.707,7.806,0.291,8.605,0.881,5.266
Seesaw,0.943,0.522,36.427,0.723,6.771,7.502,0.804,8.84,0.124,8.884
Seesaw,0.984,0.645,40.026,1.281,8.506,6.799,0.78,7.891,0.742,8.365
Seesaw,0.91,0.726,39.401,1.139,7.155,8.941,0.563,8.561,0.213,6.983
Seesaw,0.502,0.9,38.379,0.634,8.491,8.614,0.64,8.371,0.391,7.906
Seesaw,0.499,1.393,38.497,0.738,5.995,8.527,0.404,8.415,0.342,7.592
Seesaw,0.576,1.151,36.531,1.283,6.808,7.964,0.455,7.903,0.639,7.656
Seesaw,0.498,0.98,34.77,0.797,7.789,8.228,0.63,6.902,0.549,5.04
Seesaw,0.503,0.548,42.376,1.252,7.865,8.279,0.526,7.649,0.567,8.534
Seesaw,0.925,0.432,43.39,0.572,6.895,8.962,0.65,6.642,0.395,8.293
