Coordination,r1_c36,r2_c36,r3_c36,r1_a99sb*
Seesaw,0.565,0.783,0.981,4.905
Seesaw,0.272,0.545,0.429,5.256
Seesaw,0.999,0.815,0.67,7.663
Seesaw,1.054,0.452,0.817,6.106
Seesaw,1.051,1.043,0.938,5.124
Seesaw,0.74,0.708,0.967,6.579
Seesaw,0.823,0.94,0.864,7.109
Seesaw,1.023,1.208,0.766,5.934
Seesaw,1.292,0.577,1.675,5.8
Seesaw,1.168,1.12,1.226,5.649
Seesaw,0.821,0.767,0.329,6.847
Seesaw,0.55,0.626,0.761,6.618
Seesaw,1.076,1.131,1.336,6.395
Seesaw,0.707,0.841,0.421,0.595
Seesaw,0.656,0.319,0.762,6.441
Seesaw,0.949,0.54,0.553,7.277
Seesaw,0.405,0.704,0.673,6.516
Seesaw,0.496,1.08,0.807,6.817
Seesaw,0.643,0.126,1.54,1.753
Seesaw,0.597,1.012,0.542,5.969
Seesaw,1.018,0.781,0.685,3.529
Seesaw,1.061,1.17,1.837,3.955
Seesaw,0.74,1.018,0.57,6.462
Seesaw,0.615,0.653,0.613,6.39
Seesaw,0.813,1.004,0.864,7.137
Seesaw,1.05,0.997,0.82,5.172
Seesaw,0.995,0.272,0.539,6.865
Seesaw,0.672,0.678,0.616,5.151
Seesaw,1.081,1.169,0.784,3.934
Seesaw,0.652,1.586,1.13,5.883
Seesaw,0.617,0.574,0.675,5.22
Seesaw,0.741,0.755,0.558,5.409
Seesaw,0.532,0.551,0.257,6.237
Seesaw,0.868,0.722,0.652,6.808
Seesaw,0.295,0.821,0.533,6.693
Seesaw,0.513,0.355,0.547,3.514
Seesaw,0.461,0.538,0.93,6.965
Seesaw,0.466,0.829,0.396,5.884
Seesaw,1.437,0.624,0.293,6.281
Seesaw,1.04,0.611,0.988,6.287
Seesaw,0.845,0.723,0.15,5.759
Seesaw,0.889,0.824,1.146,4.485
Seesaw,0.489,0.722,0.717,7.579
Seesaw,0.586,0.385,0.569,7.561
Seesaw,1.06,1.295,0.426,6.374
Seesaw,0.725,0.478,1.027,3.692
Seesaw,0.735,0.832,0.419,2.398
Seesaw,0.845,1.351,0.992,6.855
Seesaw,0.464,0.45,0.98,3.301
Seesaw,0.793,1.245,0.672,5.815
Seesaw,0.527,0.967,0.504,6.115
Seesaw,0.594,0.641,0.625,7.254
Seesaw,0.639,0.721,0.403,7.095
Seesaw,0.506,0.954,0.414,4.612
Seesaw,0.238,0.463,1.509,7.633
Seesaw,1.183,1.022,0.358,6.358
Seesaw,0.618,0.577,1.094,7.403
Seesaw,0.536,0.413,0.603,6.619
Seesaw,0.773,1.009,0.478,3.287
Seesaw,1.183,0.702,0.546,6.053
Seesaw,1.017,0.821,0.952,3.295
Seesaw,0.644,0.787,0.58,5.1
Seesaw,0.868,0.617,0.605,5.499
Seesaw,0.344,0.492,0.519,3.828
Seesaw,0.443,1.374,0.477,6.318
Seesaw,0.44,0.857,1.369,6.411
Seesaw,0.542,0.521,0.521,6.867
Seesaw,0.461,1.148,0.583,6.073
Seesaw,1.109,0.691,0.636,7.446
Seesaw,0.74,0.542,0.454,5.874
Seesaw,0.713,0.763,0.7,5.036
Seesaw,0.992,0.291,0.483,8.371
Seesaw,0.895,0.325,0.364,7.482
Seesaw,0.764,0.712,0.934,6.504
Seesaw,1.013,1.504,0.499,6.549
Seesaw,1.096,1.089,0.887,6.38
Seesaw,1.119,1.068,0.382,4.656
Seesaw,0.796,0.434,0.57,6.102
Seesaw,0.739,0.97,0.461,5.554
Seesaw,0.501,0.404,0.557,5.874
Seesaw,0.949,0.665,0.453,7.866
Seesaw,0.504,0.853,1.08,5.153
Seesaw,0.204,0.724,0.942,4.548
Seesaw,0.838,0.782,0.854,4.624
Seesaw,0.58,0.999,0.85,5.91
Seesaw,0.452,0.733,0.595,5.751
Seesaw,0.681,1.065,0.362,6.598
Seesaw,0.47,0.371,0.951,5.403
Seesaw,1.213,0.93,1.248,6.431
Seesaw,0.328,0.501,0.511,8.077
Seesaw,0.757,0.314,0.456,5.85
Seesaw,0.632,1.206,0.889,6.006
Seesaw,0.287,0.995,0.634,7.294
Seesaw,1.291,0.741,0.953,7.249
Seesaw,0.387,0.763,1.028,4.905
Seesaw,0.779,0.612,0.79,4.684
Seesaw,1.111,0.612,0.558,7.194
Seesaw,0.641,0.755,0.617,7.175
Seesaw,0.806,0.747,0.47,6.605
Seesaw,0.998,0.787,0.791,5.703
Seesaw,0.742,0.42,1.247,3.904
Seesaw,0.896,0.726,1.511,7.498
Seesaw,0.716,0.286,0.405,4.476
Seesaw,0.353,0.405,0.532,2.407
Seesaw,0.576,0.989,0.404,7.312
Seesaw,0.741,0.466,1.022,7.177
Seesaw,0.357,0.764,1.03,4.36
Seesaw,0.612,0.852,0.44,7.097
Seesaw,1.258,0.533,0.533,6.85
Seesaw,1.184,0.657,1.05,5.779
Seesaw,0.428,0.683,0.69,6.291
Seesaw,0.632,0.954,0.807,7.554
Seesaw,0.496,0.172,1.151,6.907
Seesaw,1.115,0.286,0.564,3.82
Seesaw,0.408,1.252,0.923,5.494
Seesaw,0.565,0.601,0.785,4.988
Seesaw,0.268,0.948,0.925,6.895
Seesaw,0.608,0.902,0.503,5.951
Seesaw,0.373,0.681,0.455,7.006
Seesaw,0.752,0.678,0.932,5.748
Seesaw,0.907,0.697,0.378,5.029
Seesaw,0.768,0.44,0.762,8.046
Seesaw,0.705,0.361,0.345,7.152
Seesaw,0.9,0.724,0.74,7.782
Seesaw,0.603,1.019,0.892,5.038
Seesaw,0.799,0.958,0.645,6.582
Seesaw,0.868,0.453,0.68,7.615
Seesaw,0.857,1.13,0.571,5.113
Seesaw,0.498,0.566,0.387,6.037
Seesaw,0.713,0.759,0.368,5.817
Seesaw,0.391,0.686,0.646,6.298
Seesaw,1.036,1.26,0.559,5.083
Seesaw,0.999,0.343,0.708,5.008
Seesaw,1.07,1.212,0.842,5.898
Seesaw,0.671,0.907,0.714,7.476
Seesaw,0.57,0.938,0.959,6.771
Seesaw,0.425,1.138,0.563,7.274
Seesaw,1.165,1.443,0.835,0.944
Seesaw,0.662,0.793,0.465,5.525
Seesaw,1.113,0.823,0.816,3.25
Seesaw,1.053,1.142,1.008,4.818
Seesaw,2.791,0.574,0.357,5.451
Seesaw,0.975,0.876,0.771,6.19
Seesaw,0.542,0.614,0.531,6.422
Seesaw,1.455,0.782,1.203,5.74
Seesaw,0.726,0.62,0.489,6.164
Seesaw,0.803,1.382,0.775,7.413
Seesaw,0.78,1.07,0.396,5.991
Seesaw,0.876,0.504,0.685,6.078
Seesaw,0.62,1.123,0.56,6.247
Seesaw,1.123,1.39,0.599,6.008
Seesaw,0.382,0.719,0.401,7.253
Seesaw,0.497,1.07,1.036,7.517
Seesaw,1.028,1.697,0.591,7.053
Seesaw,0.675,0.907,1.293,6.994
Seesaw,0.671,0.569,1.031,6.908
Seesaw,0.964,1.398,0.578,6.498
Seesaw,0.552,0.963,0.729,4.308
Seesaw,0.964,1.224,0.9,4.084
Seesaw,0.428,0.689,0.87,6.075
Seesaw,0.348,0.492,0.748,6.149
Seesaw,0.813,1.016,0.754,2.915
Seesaw,0.83,0.665,0.346,0.372
Seesaw,0.666,0.725,0.362,0.322
Seesaw,0.49,0.769,0.426,7.774
Seesaw,0.626,0.645,0.332,5.521
Seesaw,0.648,0.705,0.786,5.427
Seesaw,0.523,0.423,0.437,1.119
Seesaw,0.693,0.766,0.515,7.341
Seesaw,0.72,0.526,0.755,7.285
Seesaw,0.935,0.596,0.533,5.939
Seesaw,1.124,0.43,0.455,6.232
Seesaw,0.331,0.824,1.969,6.616
Seesaw,1.45,0.642,1.021,4.283
Seesaw,0.728,0.779,0.753,6.013
Seesaw,0.549,0.847,0.358,4.296
Seesaw,0.694,0.925,0.578,5.657
Seesaw,0.629,0.81,0.874,7.194
Seesaw,1.021,0.969,0.698,4.795
Seesaw,0.976,0.945,0.897,6.682
Seesaw,0.762,0.845,0.189,6.879
Seesaw,0.821,0.61,0.681,2.873
Seesaw,0.483,0.829,0.578,6.019
Seesaw,0.378,0.965,0.607,5.631
Seesaw,0.61,0.433,0.558,6.786
Seesaw,0.753,0.88,0.823,6.687
Seesaw,0.405,0.174,0.931,6.359
Seesaw,0.381,0.934,0.813,7.195
Seesaw,0.389,0.841,0.781,0.31
Seesaw,1.177,0.729,1.034,0.336
Seesaw,0.413,0.605,0.92,0.494
V-trigonal-bipyramid,4.606,4.606,4.606,3.213
V-trigonal-bipyramid,5.71,3.854,3.992,2.588
V-trigonal-bipyramid,5.69,6.322,4.097,2.953
V-trigonal-bipyramid,4.555,4.409,4.072,2.743
V-trigonal-bipyramid,4.054,5.091,5.357,3.765
V-trigonal-bipyramid,5.086,5.806,4.525,3.257
V-trigonal-bipyramid,5.139,5.722,6.019,2.755
V-trigonal-bipyramid,6.236,5.79,5.31,2.787
V-trigonal-bipyramid,4.304,4.311,5.649,3.06
V-trigonal-bipyramid,5.895,5.558,5.676,2.78
V-trigonal-bipyramid,4.838,6.089,4.987,3.511
V-trigonal-bipyramid,5.091,4.073,5.231,2.995
V-trigonal-bipyramid,5.555,5.614,6.987,2.866
V-trigonal-bipyramid,4.043,3.389,5.315,6.573
V-trigonal-bipyramid,6.937,6.38,6.166,2.587
V-trigonal-bipyramid,5.145,5.034,5.975,1.338
V-trigonal-bipyramid,6.274,7.698,4.747,1.597
V-trigonal-bipyramid,5.226,5.456,5.524,4.931
V-trigonal-bipyramid,5.129,4.974,4.816,3.171
V-trigonal-bipyramid,5.975,7.2,6.999,1.146
V-trigonal-bipyramid,5.948,6.608,5.084,1.093
V-trigonal-bipyramid,5.931,5.835,6.758,1.811
V-trigonal-bipyramid,5.418,5.514,5.621,0.46
V-trigonal-bipyramid,5.328,6.641,3.875,0.564
V-trigonal-bipyramid,5.826,5.235,6.541,1.057
V-trigonal-bipyramid,5.097,8.456,5.724,0.843
V-trigonal-bipyramid,5.386,6.182,5.558,1.583
V-trigonal-bipyramid,5.312,6.28,5.396,1.308
V-trigonal-bipyramid,4.35,4.772,4.976,1.04
V-trigonal-bipyramid,5.992,7.946,6.629,2.822
V-trigonal-bipyramid,6.6,8.345,6.171,0.923
V-trigonal-bipyramid,4.694,9.866,7.377,4.098
V-trigonal-bipyramid,5.237,7.213,3.902,0.486
V-trigonal-bipyramid,4.754,5.339,10.152,0.742
V-trigonal-bipyramid,6.632,7.431,6.509,0.653
V-trigonal-bipyramid,4.927,5.468,7.474,0.908
V-trigonal-bipyramid,5.359,8.299,5.901,0.853
V-trigonal-bipyramid,3.497,7.82,6.788,1.712
V-trigonal-bipyramid,4.964,8.292,6.08,0.772
V-trigonal-bipyramid,5.683,6.715,6.27,8.035
V-trigonal-bipyramid,5.97,6.076,6.366,8.107
V-trigonal-bipyramid,5.005,6.445,7.362,7.959
V-trigonal-bipyramid,4.593,6.445,6.079,6.272
V-trigonal-bipyramid,3.646,5.994,5.099,7.254
V-trigonal-bipyramid,5.703,7.189,5.564,6.026
V-trigonal-bipyramid,6.106,6.755,6.113,6.953
V-trigonal-bipyramid,6.392,5.944,5.814,1.037
V-trigonal-bipyramid,5.712,7.595,4.952,0.684
V-trigonal-bipyramid,6.044,4.75,6.838,1.589
V-trigonal-bipyramid,4.588,5.272,6.831,1.096
V-trigonal-bipyramid,5.911,7.02,6.26,1.028
V-trigonal-bipyramid,5.978,5.406,6.278,2.885
V-trigonal-bipyramid,4.392,5.596,5.188,0.833
V-trigonal-bipyramid,5.947,4.799,5.143,1.167
V-trigonal-bipyramid,5.274,4.903,6.272,1.785
V-trigonal-bipyramid,4.253,5.698,4.366,0.845
V-trigonal-bipyramid,4.435,4.703,5.494,1.252
V-trigonal-bipyramid,5.253,6.472,5.809,0.994
V-trigonal-bipyramid,4.433,6.148,4.457,0.261
V-trigonal-bipyramid,6.299,7.363,5.043,0.972
V-trigonal-bipyramid,6.26,5.888,7.367,1.711
V-trigonal-bipyramid,4.671,4.446,6.334,1.141
V-trigonal-bipyramid,5.825,5.437,5.665,1.105
V-trigonal-bipyramid,5.286,5.824,7.048,1.232
V-trigonal-bipyramid,5.973,6.369,4.72,5.079
V-trigonal-bipyramid,8.166,6.342,6.153,1.142
V-trigonal-bipyramid,5.896,4.959,6.682,0.321
V-trigonal-bipyramid,5.294,5.671,5.66,1.449
V-trigonal-bipyramid,6.663,6.604,6.653,1.604
V-trigonal-bipyramid,4.79,6.54,5.869,1.06
V-trigonal-bipyramid,5.454,6.497,5.796,1.344
V-trigonal-bipyramid,5.608,4.824,4.817,2.83
V-trigonal-bipyramid,4.542,5.934,5.171,1.32
V-trigonal-bipyramid,5.604,6.978,4.829,2.339
V-trigonal-bipyramid,6.397,7.236,7.902,4.768
V-trigonal-bipyramid,6.685,5.95,6.859,1.281
V-trigonal-bipyramid,6.164,5.212,6.171,0.555
V-trigonal-bipyramid,5.45,6.033,5.4,5.36
V-trigonal-bipyramid,4.957,5.97,7.257,0.93
V-trigonal-bipyramid,5.645,5.659,5.788,0.697
V-trigonal-bipyramid,6.08,5.096,4.59,1.498
V-trigonal-bipyramid,4.759,6.948,7.561,4.109
V-trigonal-bipyramid,5.863,6.607,4.096,0.932
V-trigonal-bipyramid,5.279,5.575,4.673,1.556
V-trigonal-bipyramid,5.245,6.694,6.555,1.231
V-trigonal-bipyramid,3.795,6.484,5.006,0.803
V-trigonal-bipyramid,5.542,6.17,5.632,0.802
V-trigonal-bipyramid,5.943,5.825,6.391,1.052
V-trigonal-bipyramid,4.573,4.691,5.909,0.894
V-trigonal-bipyramid,6.133,8.294,4.169,0.397
V-trigonal-bipyramid,4.939,5.615,4.415,0.341
V-trigonal-bipyramid,4.411,7.64,5.822,0.262
V-trigonal-bipyramid,6.703,8.72,4.848,0.549
V-trigonal-bipyramid,6.209,7.241,5.042,0.463
V-trigonal-bipyramid,6.617,6.397,5.902,0.889
V-trigonal-bipyramid,5.124,6.888,4.47,0.415
V-trigonal-bipyramid,6.689,5.322,5.202,0.423
V-trigonal-bipyramid,5.484,5.417,6.068,0.668
V-trigonal-bipyramid,6.531,7.606,4.287,1.31
V-trigonal-bipyramid,4.797,6.036,6.711,1.212
V-trigonal-bipyramid,7.864,5.067,5.966,0.703
V-trigonal-bipyramid,5.432,6.453,4.74,0.581
V-trigonal-bipyramid,5.072,6.473,5.418,0.533
V-trigonal-bipyramid,4.872,6.095,5.421,2.741
V-trigonal-bipyramid,6.116,6.069,4.654,0.897
V-trigonal-bipyramid,5.538,5.099,5.004,0.479
V-trigonal-bipyramid,6.055,6.729,5.372,0.958
V-trigonal-bipyramid,5.26,4.877,3.476,6.591
V-trigonal-bipyramid,6.883,4.948,4.415,7.958
V-trigonal-bipyramid,6.046,8.198,5.783,0.828
V-trigonal-bipyramid,4.884,7.304,5.905,1.423
V-trigonal-bipyramid,5.626,4.967,6.312,1.085
V-trigonal-bipyramid,5.569,7.005,5.762,0.849
V-trigonal-bipyramid,5.904,6.604,6.426,0.709
V-trigonal-bipyramid,4.721,6.597,5.678,0.602
V-trigonal-bipyramid,6.499,5.981,6.947,3.057
V-trigonal-bipyramid,5.613,5.486,4.587,1.026
V-trigonal-bipyramid,4.189,8.767,7.168,0.358
V-trigonal-bipyramid,4.686,6.218,5.754,1.842
V-trigonal-bipyramid,5.021,5.588,5.467,0.812
V-trigonal-bipyramid,6.269,5.805,6.979,1.44
V-trigonal-bipyramid,6.384,6.904,5.976,0.985
V-trigonal-bipyramid,5.981,6.581,5.667,0.934
V-trigonal-bipyramid,6.397,7.456,4.566,2.081
V-trigonal-bipyramid,5.018,5.122,7.529,2.674
V-trigonal-bipyramid,5.278,5.588,6.348,2.318
V-trigonal-bipyramid,4.64,6.788,8.074,0.962
V-trigonal-bipyramid,7.318,7.992,5.745,1.141
V-trigonal-bipyramid,6.48,7.839,5.413,1.133
V-trigonal-bipyramid,6.122,6.665,5.502,1.993
V-trigonal-bipyramid,5.627,5.146,4.982,0.552
V-trigonal-bipyramid,5.366,7.17,4.824,2.011
V-trigonal-bipyramid,6.022,6.574,4.946,1.185
V-trigonal-bipyramid,6.432,6.921,4.467,0.851
V-trigonal-bipyramid,4.571,6.711,9.688,0.711
V-trigonal-bipyramid,5.167,6.139,6.712,0.454
V-trigonal-bipyramid,6.058,6.264,6.196,0.876
V-trigonal-bipyramid,4.913,5.904,6.246,0.364
V-trigonal-bipyramid,5.077,5.473,4.892,1.753
V-trigonal-bipyramid,4.008,5.159,6.841,0.755
V-trigonal-bipyramid,6.99,5.781,5.931,5.595
V-trigonal-bipyramid,5.605,5.913,4.763,0.461
V-trigonal-bipyramid,7.351,4.766,5.867,0.502
V-trigonal-bipyramid,4.085,7.568,6.612,1.022
V-trigonal-bipyramid,4.663,6.777,5.749,6.236
V-trigonal-bipyramid,3.726,6.669,7.276,1.577
V-trigonal-bipyramid,5.706,8.364,6.265,1.1
V-trigonal-bipyramid,4.127,6.46,5.729,0.518
V-trigonal-bipyramid,5.231,4.838,6.397,1.066
V-trigonal-bipyramid,5.225,7.929,7.166,1.329
V-trigonal-bipyramid,6.297,6.066,6.69,1.142
V-trigonal-bipyramid,5.456,5.829,7.989,1.456
V-trigonal-bipyramid,5.928,7.728,6.404,0.669
V-trigonal-bipyramid,6.899,5.642,8.297,1.41
V-trigonal-bipyramid,4.706,7.87,5.735,0.701
V-trigonal-bipyramid,5.572,6.653,8.591,0.552
V-trigonal-bipyramid,4.283,7.778,6.992,1.17
V-trigonal-bipyramid,6.266,6.076,6.961,0.435
V-trigonal-bipyramid,5.815,5.51,7.223,0.581
V-trigonal-bipyramid,7.745,4.421,4.963,1.703
V-trigonal-bipyramid,6.578,6.081,6.906,2.041
V-trigonal-bipyramid,6.159,5.284,5.471,1.048
V-trigonal-bipyramid,4.835,6.115,6.494,2.578
V-trigonal-bipyramid,4.995,7.981,5.973,6.419
V-trigonal-bipyramid,6.077,6.18,6.315,0.57
V-trigonal-bipyramid,4.516,4.988,7.43,0.876
V-trigonal-bipyramid,6.394,6.638,4.964,1.248
V-trigonal-bipyramid,5.294,7.449,6.155,0.688
V-trigonal-bipyramid,4.798,6.65,6.562,0.906
V-trigonal-bipyramid,5.792,6.274,7.266,1.391
V-trigonal-bipyramid,3.78,6.996,4.649,1.393
V-trigonal-bipyramid,5.055,6.973,7.496,0.712
V-trigonal-bipyramid,6.742,5.912,7.385,0.459
V-trigonal-bipyramid,4.359,6.091,6.634,0.894
V-trigonal-bipyramid,4.757,6.463,6.156,3.03
V-trigonal-bipyramid,5.084,6.392,5.076,2.471
V-trigonal-bipyramid,6.965,5.751,8.043,3.02
V-trigonal-bipyramid,7.057,8.432,6.406,0.685
V-trigonal-bipyramid,5.834,6.589,5.528,0.696
V-trigonal-bipyramid,4.835,5.248,6.337,1.563
V-trigonal-bipyramid,5.086,6.684,5.838,0.462
V-trigonal-bipyramid,4.864,5.899,6.235,1.787
V-trigonal-bipyramid,5.384,7.219,7.073,0.436
V-trigonal-bipyramid,4.897,6.203,5.701,0.576
V-trigonal-bipyramid,5.356,6.217,6.264,0.999
V-trigonal-bipyramid,6.985,4.426,6.682,0.529
V-trigonal-bipyramid,5.791,4.913,4.592,1.902
V-trigonal-bipyramid,4.259,6.965,7.202,0.94
V-trigonal-bipyramid,5.234,5.985,7.488,0.63
V-trigonal-bipyramid,5.086,6.434,6.291,0.905
V-trigonal-bipyramid,5.639,7.847,4.547,0.941
V-trigonal-bipyramid,5.067,6.857,6.525,0.873
V-trigonal-bipyramid,5.605,4.294,5.091,1.115
V-trigonal-bipyramid,5.18,6.215,6.345,2.844
V-trigonal-bipyramid,7.315,7.718,7.878,0.627
V-trigonal-bipyramid,6.909,6.275,6.25,1.215
V-trigonal-bipyramid,4.791,8.174,9.211,0.554
V-trigonal-bipyramid,5.23,5.286,7.716,1.19
V-trigonal-bipyramid,4.407,6.079,6.369,0.597
V-trigonal-bipyramid,3.478,5.511,8.47,1.026
V-trigonal-bipyramid,5.037,6.189,6.788,0.281
V-trigonal-bipyramid,4.939,6.113,5.978,0.664
V-trigonal-bipyramid,6.377,6.157,7.298,2.11
V-trigonal-bipyramid,5.831,5.451,6.756,0.672
V-trigonal-bipyramid,6.257,5.168,6.337,1.451
V-trigonal-bipyramid,6.752,5.836,5.75,0.429
V-trigonal-bipyramid,4.466,5.522,5.905,1.369
V-trigonal-bipyramid,5.409,5.646,7.82,1.179
V-trigonal-bipyramid,6.859,6.189,5.788,0.471
V-trigonal-bipyramid,4.351,8.334,7.252,0.868
V-trigonal-bipyramid,5.054,4.846,5.516,1.092
V-trigonal-bipyramid,5.998,5.673,6.47,1.806
V-trigonal-bipyramid,5.644,6.057,6.457,2.704
V-trigonal-bipyramid,4.983,7.51,6.137,2.642
V-trigonal-bipyramid,4.516,5.312,5.902,0.892
V-trigonal-bipyramid,4.275,5.934,5.0,2.226
V-trigonal-bipyramid,6.324,7.403,8.218,0.484
V-trigonal-bipyramid,5.932,6.413,5.977,1.518
V-trigonal-bipyramid,4.491,6.355,6.82,0.83
V-trigonal-bipyramid,6.014,6.965,6.189,0.743
V-trigonal-bipyramid,6.145,5.863,7.754,2.167
V-trigonal-bipyramid,4.567,6.433,5.964,2.4
V-trigonal-bipyramid,6.211,7.463,6.61,2.252
V-trigonal-bipyramid,5.014,4.248,6.212,6.284
V-trigonal-bipyramid,4.259,6.363,8.002,6.127
V-trigonal-bipyramid,6.142,6.053,9.303,1.437
V-trigonal-bipyramid,6.406,6.015,5.102,1.081
V-trigonal-bipyramid,4.668,6.348,5.948,6.401
V-trigonal-bipyramid,4.8,5.569,5.777,7.373
V-trigonal-bipyramid,6.238,6.941,5.281,6.98
V-trigonal-bipyramid,6.072,5.863,7.071,6.228
V-trigonal-bipyramid,6.341,4.507,6.356,4.351
V-trigonal-bipyramid,4.151,6.558,7.597,6.514
V-trigonal-bipyramid,4.935,7.221,5.324,5.977
V-trigonal-bipyramid,6.013,6.065,8.9,0.952
V-trigonal-bipyramid,5.968,5.586,5.13,1.559
V-trigonal-bipyramid,5.526,5.431,6.485,1.015
V-trigonal-bipyramid,4.709,4.962,7.263,0.725
V-trigonal-bipyramid,6.323,6.532,5.563,0.536
V-trigonal-bipyramid,5.556,5.693,7.136,2.684
V-trigonal-bipyramid,6.136,5.561,6.107,1.001
V-trigonal-bipyramid,5.383,4.916,7.599,2.079
V-trigonal-bipyramid,4.826,6.289,6.425,1.126
V-trigonal-bipyramid,6.346,6.346,8.527,0.951
V-trigonal-bipyramid,4.703,6.367,6.399,2.38
V-trigonal-bipyramid,4.609,4.571,7.613,0.798
V-trigonal-bipyramid,5.393,6.115,7.374,0.818
V-trigonal-bipyramid,4.923,6.607,8.175,0.679
V-trigonal-bipyramid,7.383,8.252,8.447,2.377
V-trigonal-bipyramid,4.092,8.907,6.613,1.152
V-trigonal-bipyramid,6.757,5.165,6.174,0.339
V-trigonal-bipyramid,4.174,7.734,6.842,0.672
V-trigonal-bipyramid,6.389,6.402,8.014,2.043
V-trigonal-bipyramid,6.831,7.931,7.406,1.536
V-trigonal-bipyramid,5.786,5.645,8.436,1.071
V-trigonal-bipyramid,4.615,6.346,7.473,0.854
V-trigonal-bipyramid,5.721,5.057,8.896,0.931
V-trigonal-bipyramid,5.165,5.295,7.224,0.693
V-trigonal-bipyramid,5.106,5.352,7.232,2.124
V-trigonal-bipyramid,6.796,6.476,5.229,0.606
V-trigonal-bipyramid,7.916,6.718,6.673,0.905
V-trigonal-bipyramid,4.615,4.299,10.318,0.676
V-trigonal-bipyramid,6.354,6.795,6.456,0.688
V-trigonal-bipyramid,5.963,7.237,4.547,1.003
V-trigonal-bipyramid,5.716,6.733,6.568,1.146
V-trigonal-bipyramid,6.049,4.445,5.603,0.791
V-trigonal-bipyramid,5.974,4.564,6.199,0.405
V-trigonal-bipyramid,6.777,5.376,7.231,0.819
V-trigonal-bipyramid,5.458,5.912,5.309,1.831
V-trigonal-bipyramid,3.619,5.755,7.369,1.495
V-trigonal-bipyramid,4.327,5.514,6.545,0.98
V-trigonal-bipyramid,5.697,5.283,5.766,1.547
V-trigonal-bipyramid,4.615,6.917,6.305,0.506
V-trigonal-bipyramid,4.948,3.953,8.153,0.847
V-trigonal-bipyramid,5.792,5.055,8.21,0.857
V-trigonal-bipyramid,5.558,6.161,5.407,0.663
V-trigonal-bipyramid,6.978,6.535,6.192,1.357
V-trigonal-bipyramid,5.838,6.089,6.126,0.839
V-trigonal-bipyramid,5.558,6.641,5.116,0.811
V-trigonal-bipyramid,4.785,8.172,5.635,0.693
V-trigonal-bipyramid,4.693,7.002,5.452,0.766
V-trigonal-bipyramid,5.983,7.55,5.843,1.153
V-trigonal-bipyramid,4.971,7.297,7.541,0.498
V-trigonal-bipyramid,5.615,6.875,6.096,0.19
V-trigonal-bipyramid,6.047,5.988,4.363,6.958
V-trigonal-bipyramid,5.03,5.606,6.476,0.577
V-trigonal-bipyramid,6.276,6.936,6.935,1.43
V-trigonal-bipyramid,6.039,6.968,7.988,0.92
V-trigonal-bipyramid,5.555,7.808,5.59,1.375
V-trigonal-bipyramid,5.902,6.905,6.813,1.02
V-trigonal-bipyramid,5.965,6.68,6.242,0.381
V-trigonal-bipyramid,4.253,6.369,6.066,0.684
V-trigonal-bipyramid,4.2,4.435,6.025,0.867
V-trigonal-bipyramid,4.748,4.722,6.024,1.752
V-trigonal-bipyramid,5.722,7.827,6.463,1.292
V-trigonal-bipyramid,4.269,5.737,5.225,1.716
V-trigonal-bipyramid,5.985,5.676,4.79,2.367
V-trigonal-bipyramid,4.366,4.031,6.331,2.187
V-trigonal-bipyramid,5.878,6.822,6.032,1.24
V-trigonal-bipyramid,4.663,4.656,5.958,0.419
V-trigonal-bipyramid,5.375,4.084,7.731,1.302
V-trigonal-bipyramid,5.019,5.88,5.394,0.611
V-trigonal-bipyramid,4.091,7.202,6.982,1.35
V-trigonal-bipyramid,6.41,8.046,6.605,6.61
V-trigonal-bipyramid,5.513,7.782,6.319,7.616
V-trigonal-bipyramid,4.013,5.458,6.012,7.466
V-trigonal-bipyramid,5.903,6.633,7.017,8.486
V-trigonal-bipyramid,4.157,7.145,6.802,9.984
V-trigonal-bipyramid,5.819,6.96,5.12,5.697
V-trigonal-bipyramid,6.435,5.552,5.492,4.386
V-trigonal-bipyramid,4.719,5.124,5.352,7.584
V-trigonal-bipyramid,6.413,4.895,5.859,7.187
V-trigonal-bipyramid,5.01,6.663,5.977,9.098
V-trigonal-bipyramid,6.427,5.951,5.371,6.318
V-trigonal-bipyramid,6.092,6.322,6.23,8.502
V-trigonal-bipyramid,4.185,5.432,5.414,8.106
V-trigonal-bipyramid,4.476,5.417,4.861,5.828
V-trigonal-bipyramid,5.477,6.042,6.261,7.368
V-trigonal-bipyramid,4.183,5.715,7.091,6.675
V-trigonal-bipyramid,5.99,6.585,7.295,7.689
V-trigonal-bipyramid,5.97,6.298,6.02,6.899
V-trigonal-bipyramid,5.306,6.3,3.678,8.336
V-trigonal-bipyramid,6.242,6.574,4.279,7.599
V-trigonal-bipyramid,4.596,6.851,4.94,6.875
V-trigonal-bipyramid,5.839,7.314,6.434,7.617
V-trigonal-bipyramid,4.433,6.951,6.99,6.656
V-trigonal-bipyramid,5.483,5.705,6.01,6.799
V-trigonal-bipyramid,5.051,6.635,5.786,7.425
V-trigonal-bipyramid,5.856,6.36,5.469,6.796
V-trigonal-bipyramid,4.892,5.901,6.349,6.8
V-trigonal-bipyramid,5.728,5.679,5.921,5.475
V-trigonal-bipyramid,4.048,6.048,5.185,9.119
V-trigonal-bipyramid,4.525,6.915,5.046,8.135
V-trigonal-bipyramid,6.161,6.411,5.498,9.047
V-trigonal-bipyramid,4.507,6.475,6.01,6.967
V-trigonal-bipyramid,5.69,6.507,7.103,8.521
