Coordination,r1_c36,r2_c36,r3_c36,r1_aa99sb*
Tetrahedral,8.565,8.565,8.565,0.301
Tetrahedral,10.564,8.775,10.751,0.224
Tetrahedral,8.984,9.856,9.167,0.384
Tetrahedral,13.354,10.107,7.361,0.221
Tetrahedral,8.623,9.229,10.294,0.856
Tetrahedral,9.01,8.025,8.822,0.191
Tetrahedral,7.971,8.334,11.137,0.595
Tetrahedral,10.557,9.126,11.977,0.28
Tetrahedral,12.311,11.353,8.954,1.02
Tetrahedral,8.596,9.131,9.782,1.01
Tetrahedral,9.153,7.99,7.637,0.735
Tetrahedral,11.256,9.077,7.526,0.338
Tetrahedral,8.671,8.958,8.752,0.366
Tetrahedral,8.684,10.723,9.556,0.488
Tetrahedral,8.54,7.993,9.175,0.419
Tetrahedral,9.042,9.175,9.444,0.531
Tetrahedral,8.5,9.361,7.605,0.572
Tetrahedral,8.514,8.809,10.9,0.512
Tetrahedral,8.406,9.67,9.874,0.547
Tetrahedral,9.334,10.282,9.996,0.711
Tetrahedral,8.195,9.18,11.949,0.308
Tetrahedral,8.578,8.01,11.315,0.539
Tetrahedral,8.446,9.44,9.608,0.552
Tetrahedral,9.901,8.827,8.047,0.141
Tetrahedral,9.707,9.857,8.651,0.118
Tetrahedral,8.794,7.836,9.105,1.422
Tetrahedral,8.845,9.704,9.979,0.305
Tetrahedral,9.565,10.005,11.298,0.654
Tetrahedral,8.779,8.401,11.462,0.291
Tetrahedral,10.148,10.116,9.037,0.311
Tetrahedral,10.271,8.387,9.565,0.538
Tetrahedral,10.324,10.593,11.806,0.344
Tetrahedral,10.172,9.367,9.084,0.667
Tetrahedral,10.628,10.094,9.016,1.206
Tetrahedral,10.635,6.598,10.533,0.58
Tetrahedral,10.608,9.533,10.626,0.523
Tetrahedral,11.534,9.22,12.978,1.046
Tetrahedral,10.345,10.361,10.419,0.496
Tetrahedral,12.145,12.064,11.172,0.329
Tetrahedral,9.542,11.639,11.511,0.713
Tetrahedral,8.085,11.872,10.443,0.439
Tetrahedral,11.531,8.749,8.884,0.38
Tetrahedral,9.933,10.487,8.828,0.887
Tetrahedral,7.655,7.415,9.853,0.716
Tetrahedral,8.807,10.427,10.187,0.677
Tetrahedral,9.615,7.78,12.95,1.182
Tetrahedral,9.685,7.74,10.109,0.403
Tetrahedral,7.719,8.821,9.055,0.899
Tetrahedral,11.202,9.812,10.125,0.942
Tetrahedral,12.979,7.404,13.648,0.862
Tetrahedral,12.03,8.361,14.885,0.467
Tetrahedral,9.742,9.716,12.404,0.308
Tetrahedral,12.516,7.973,10.157,0.91
Tetrahedral,11.568,8.652,9.148,0.242
Tetrahedral,10.494,9.692,10.314,0.245
Tetrahedral,8.246,9.858,8.789,0.697
Tetrahedral,9.468,10.699,9.977,0.616
Tetrahedral,9.789,7.368,10.561,0.133
Tetrahedral,8.252,12.287,9.974,0.157
Tetrahedral,9.47,10.061,10.604,0.696
Tetrahedral,13.991,9.955,9.398,0.588
Tetrahedral,9.96,9.37,7.398,0.479
Tetrahedral,9.876,9.847,10.995,0.758
Tetrahedral,9.103,9.155,9.515,0.664
Tetrahedral,10.622,8.586,10.135,0.873
Tetrahedral,12.674,9.001,10.898,1.039
Tetrahedral,10.58,7.544,11.516,0.922
Tetrahedral,10.449,7.729,10.964,0.374
Tetrahedral,7.785,8.206,9.807,0.661
Tetrahedral,11.342,7.702,9.911,0.595
Tetrahedral,11.053,9.315,10.642,0.816
Tetrahedral,10.545,8.953,9.349,0.443
Tetrahedral,11.666,8.968,9.778,0.843
Tetrahedral,11.651,9.444,8.433,0.305
Tetrahedral,9.288,9.358,8.368,0.336
Tetrahedral,8.231,8.155,12.103,0.482
Tetrahedral,8.63,9.719,9.586,0.608
Tetrahedral,9.095,9.152,8.634,0.333
Tetrahedral,8.79,8.263,6.542,0.705
Tetrahedral,12.491,10.006,11.138,0.264
Tetrahedral,10.173,8.73,11.397,1.035
Tetrahedral,8.944,10.184,9.046,0.442
Tetrahedral,11.198,7.295,10.444,0.835
Tetrahedral,9.755,8.663,8.938,0.616
Tetrahedral,10.686,9.602,10.684,0.237
Tetrahedral,11.317,9.013,11.642,0.443
Tetrahedral,10.846,8.631,8.82,0.652
Tetrahedral,9.473,11.639,10.759,0.071
Tetrahedral,10.85,10.347,8.981,0.404
Tetrahedral,9.613,9.271,9.767,0.339
Tetrahedral,10.562,8.142,8.43,0.219
Tetrahedral,9.818,8.462,11.183,0.485
Tetrahedral,8.725,10.583,8.464,0.59
Tetrahedral,8.969,8.299,9.226,0.433
Tetrahedral,10.554,9.989,10.817,0.731
Tetrahedral,10.315,9.713,9.522,0.315
Tetrahedral,11.61,8.036,9.667,1.046
Tetrahedral,10.462,9.364,10.088,0.469
Tetrahedral,10.56,8.185,11.487,0.54
Tetrahedral,10.244,10.676,12.675,0.107
Tetrahedral,9.513,10.898,11.15,0.398
Tetrahedral,9.094,8.37,9.505,0.68
Tetrahedral,10.137,8.395,9.905,0.522
Tetrahedral,11.367,8.303,9.1,0.8
Tetrahedral,12.571,9.814,12.223,0.697
Tetrahedral,9.925,7.727,8.239,0.702
Tetrahedral,10.121,9.013,9.954,0.298
Tetrahedral,9.056,8.005,10.862,1.014
Tetrahedral,10.92,9.129,12.146,0.428
Tetrahedral,9.56,10.634,10.733,0.413
Tetrahedral,10.602,8.2,9.187,1.118
Tetrahedral,11.62,9.854,12.021,1.17
Tetrahedral,8.625,7.671,9.911,0.263
Tetrahedral,8.468,9.86,9.226,0.754
Tetrahedral,11.73,10.818,9.59,0.269
Tetrahedral,12.341,10.591,9.538,0.602
Tetrahedral,9.311,9.025,11.427,0.765
Tetrahedral,11.46,10.854,11.015,0.489
Tetrahedral,10.072,9.229,8.891,0.418
Tetrahedral,9.789,11.575,9.911,0.386
Tetrahedral,8.066,9.646,11.243,0.709
Tetrahedral,10.62,10.544,10.721,0.607
Tetrahedral,10.645,9.88,10.312,0.212
Tetrahedral,9.634,10.986,9.35,0.783
Tetrahedral,8.344,9.911,9.134,0.338
Tetrahedral,8.865,9.749,11.872,0.872
Tetrahedral,9.399,8.469,8.666,0.12
Tetrahedral,12.241,10.292,10.333,0.507
Tetrahedral,8.524,9.118,8.141,0.625
Tetrahedral,12.876,11.123,9.705,0.403
Tetrahedral,13.34,9.333,10.44,0.667
Tetrahedral,10.072,8.93,9.127,0.587
Tetrahedral,10.991,10.208,15.992,0.701
Tetrahedral,10.966,8.01,9.913,0.504
Tetrahedral,10.202,9.945,11.124,0.318
Tetrahedral,10.383,10.02,11.56,0.251
Tetrahedral,10.699,8.893,9.235,0.844
Tetrahedral,9.662,10.932,9.943,0.523
Tetrahedral,9.645,9.616,10.079,0.372
Tetrahedral,8.999,10.251,10.521,0.86
Tetrahedral,10.75,9.561,9.917,0.459
Tetrahedral,8.152,7.379,7.851,1.934
Tetrahedral,10.201,9.288,10.438,0.199
Tetrahedral,10.655,10.077,10.654,0.475
Tetrahedral,11.771,13.944,10.69,0.366
Tetrahedral,9.299,9.371,8.663,0.619
Tetrahedral,10.754,10.809,8.338,0.967
Tetrahedral,9.985,9.883,8.422,0.501
Tetrahedral,10.615,8.606,9.193,0.831
Tetrahedral,10.053,12.289,11.249,0.338
Tetrahedral,10.087,9.679,9.983,0.748
Tetrahedral,8.617,8.866,10.126,0.327
Tetrahedral,9.494,7.7,10.074,1.244
Tetrahedral,9.415,12.146,10.874,0.526
Tetrahedral,11.124,8.883,11.821,0.278
Tetrahedral,7.813,9.431,9.562,0.103
Tetrahedral,8.861,8.622,8.482,0.526
Tetrahedral,6.592,11.999,9.534,0.186
Tetrahedral,7.371,10.346,10.061,0.341
Tetrahedral,6.792,9.35,11.1,0.378
Tetrahedral,9.499,11.635,10.864,0.234
Tetrahedral,9.926,9.109,8.893,0.326
Tetrahedral,11.599,9.897,12.196,0.97
Tetrahedral,12.745,9.7,7.604,0.491
Tetrahedral,8.558,10.31,10.966,0.593
Tetrahedral,7.559,10.426,10.524,0.502
Tetrahedral,8.09,7.495,10.815,0.302
Tetrahedral,10.294,12.508,10.096,0.495
Tetrahedral,11.086,11.651,9.829,0.267
Tetrahedral,11.831,10.383,9.514,1.111
Tetrahedral,9.875,10.591,10.514,0.666
Tetrahedral,11.138,10.048,9.684,0.197
Tetrahedral,10.747,7.067,12.462,0.254
Tetrahedral,10.971,10.704,9.475,1.377
Tetrahedral,9.142,9.343,9.1,0.595
Tetrahedral,8.836,8.403,11.752,0.783
Tetrahedral,10.062,9.452,11.842,0.343
Tetrahedral,9.975,9.281,10.137,0.727
Tetrahedral,9.33,7.985,10.782,0.626
Tetrahedral,10.092,11.72,10.46,1.354
Tetrahedral,10.754,10.785,10.603,0.463
Tetrahedral,10.453,9.012,10.492,0.481
Tetrahedral,10.057,11.292,10.27,0.359
Tetrahedral,7.933,9.086,9.393,0.88
Tetrahedral,10.06,9.103,8.014,0.726
Tetrahedral,11.998,12.049,8.502,0.354
Tetrahedral,9.356,10.543,10.654,0.426
Tetrahedral,8.536,10.594,10.653,0.631
Tetrahedral,8.72,9.556,10.003,0.338
Tetrahedral,9.238,10.489,10.154,0.619
Tetrahedral,10.19,9.238,9.229,0.266
Tetrahedral,9.852,10.566,9.247,0.337
Tetrahedral,9.851,9.456,8.093,0.951
Tetrahedral,10.072,6.918,10.213,0.783
Tetrahedral,8.379,9.948,10.342,0.266
Tetrahedral,10.31,10.203,12.571,0.314
Tetrahedral,9.073,11.31,9.196,0.327
Tetrahedral,10.238,11.069,9.742,0.316
Tetrahedral,8.829,8.447,11.365,0.473
Tetrahedral,8.867,8.556,9.837,1.558
Tetrahedral,10.415,10.679,10.726,0.401
Tetrahedral,11.103,11.709,10.506,0.959
Tetrahedral,10.321,8.376,13.026,0.434
Tetrahedral,9.308,8.582,10.227,0.436
Tetrahedral,9.82,9.758,10.634,0.322
Tetrahedral,11.097,9.514,9.331,0.735
Tetrahedral,10.427,10.324,10.842,0.416
Tetrahedral,8.783,7.29,11.159,0.774
Tetrahedral,10.182,9.823,9.214,1.002
Tetrahedral,9.019,9.734,9.184,0.886
Tetrahedral,8.647,10.169,10.008,0.455
Tetrahedral,7.845,10.518,11.014,0.101
Tetrahedral,10.358,9.832,11.614,0.302
Tetrahedral,11.648,8.127,11.034,0.713
Tetrahedral,8.98,9.347,8.218,0.156
Tetrahedral,11.667,10.64,9.859,0.509
Tetrahedral,11.797,8.218,8.751,0.514
Tetrahedral,8.147,10.653,7.617,0.776
Tetrahedral,6.868,7.464,11.256,0.441
Tetrahedral,10.308,9.404,9.455,0.676
Tetrahedral,8.807,7.188,10.469,1.139
Tetrahedral,11.668,9.386,9.745,0.526
Tetrahedral,11.444,9.02,8.369,0.277
Tetrahedral,11.839,9.52,10.625,0.991
Tetrahedral,11.522,9.559,12.763,0.575
Tetrahedral,10.263,7.07,9.626,0.954
Tetrahedral,8.767,8.282,11.364,0.956
Tetrahedral,10.774,6.722,8.952,0.525
Tetrahedral,10.317,7.968,10.766,0.413
Tetrahedral,10.782,9.954,12.78,0.477
Tetrahedral,11.605,8.353,8.941,0.236
Tetrahedral,6.848,8.537,11.489,1.029
Tetrahedral,8.849,9.372,8.301,0.407
Tetrahedral,8.486,8.581,7.948,0.711
Tetrahedral,10.691,9.171,11.304,0.531
Tetrahedral,9.442,7.916,10.322,1.175
Tetrahedral,10.614,7.274,8.741,0.4
Tetrahedral,11.245,8.427,9.174,0.723
Tetrahedral,9.25,7.658,8.72,1.205
Tetrahedral,12.022,6.279,9.671,0.421
Tetrahedral,10.129,10.988,11.782,0.361
Tetrahedral,13.723,10.208,9.051,1.113
Tetrahedral,8.469,11.83,8.733,0.469
Tetrahedral,11.088,10.282,10.485,0.537
Tetrahedral,10.333,9.897,10.81,0.607
Tetrahedral,7.921,10.691,9.972,0.269
Tetrahedral,9.656,9.768,11.698,0.291
Tetrahedral,11.741,10.126,9.497,0.71
Tetrahedral,10.792,9.233,9.625,0.843
Tetrahedral,9.574,11.851,10.067,0.537
Tetrahedral,10.652,10.466,8.844,0.338
Tetrahedral,9.946,8.765,9.562,0.944
Tetrahedral,9.743,9.229,8.777,0.677
Tetrahedral,11.701,10.568,10.176,1.22
Tetrahedral,7.747,7.943,10.167,0.29
Tetrahedral,8.332,10.865,8.365,0.356
Tetrahedral,8.84,8.859,9.307,0.31
Tetrahedral,9.426,9.538,10.776,0.718
Tetrahedral,12.73,9.259,9.925,0.445
Tetrahedral,11.267,9.742,8.684,0.776
Tetrahedral,10.519,13.054,8.753,1.268
Tetrahedral,7.49,11.834,9.99,1.319
Tetrahedral,9.681,10.686,7.889,0.262
Tetrahedral,11.539,9.226,12.351,0.281
Tetrahedral,8.758,8.983,9.295,0.29
Tetrahedral,9.643,9.618,9.866,0.606
Tetrahedral,10.556,8.966,8.549,0.501
Tetrahedral,10.132,11.972,8.773,0.948
Tetrahedral,8.127,7.064,10.334,0.416
Tetrahedral,9.183,11.926,9.994,0.765
Tetrahedral,11.051,8.992,9.648,0.802
Tetrahedral,10.351,10.224,10.518,0.32
Tetrahedral,8.108,8.514,12.086,0.382
Tetrahedral,10.596,9.801,11.466,0.652
Tetrahedral,10.292,13.412,9.264,0.684
Tetrahedral,9.381,8.885,10.561,0.512
Tetrahedral,10.076,9.295,11.877,0.509
Tetrahedral,9.122,8.647,9.042,0.153
Tetrahedral,11.338,8.869,10.758,0.455
Tetrahedral,9.502,8.275,10.096,0.796
Tetrahedral,8.891,8.254,10.859,0.76
Tetrahedral,10.108,13.64,10.331,0.652
Tetrahedral,10.606,11.352,10.43,0.679
Tetrahedral,6.466,13.099,10.9,0.357
Tetrahedral,8.255,9.906,9.553,0.801
Tetrahedral,8.932,9.956,9.273,1.1
Tetrahedral,11.469,6.943,7.986,0.94
Tetrahedral,8.975,8.72,9.288,0.274
Tetrahedral,10.475,11.334,9.468,0.863
Tetrahedral,10.383,8.898,10.94,0.437
Tetrahedral,9.17,11.075,9.796,0.483
Tetrahedral,9.897,13.529,10.022,0.166
Tetrahedral,10.694,10.41,10.555,0.849
Tetrahedral,7.694,10.079,8.825,0.425
Tetrahedral,10.291,11.066,10.594,0.708
Tetrahedral,11.214,10.312,9.039,0.57
Tetrahedral,9.229,10.41,10.659,0.692
Tetrahedral,10.979,8.473,10.375,2.76
Tetrahedral,8.855,8.771,9.549,0.737
Tetrahedral,8.757,11.145,10.403,1.161
Tetrahedral,8.806,9.617,8.256,0.244
Tetrahedral,10.278,9.885,9.503,0.705
Tetrahedral,8.676,8.903,8.851,0.206
Tetrahedral,10.197,9.912,8.966,0.47
Tetrahedral,9.631,11.535,9.831,0.441
Tetrahedral,7.052,8.679,7.753,0.19
Tetrahedral,9.471,9.866,12.377,0.233
Tetrahedral,10.895,11.481,10.1,0.402
Tetrahedral,11.385,9.949,9.507,0.499
Tetrahedral,11.155,10.68,8.897,0.965
Tetrahedral,8.919,9.445,12.361,0.319
Tetrahedral,11.295,9.52,11.057,0.42
Tetrahedral,8.979,11.309,10.284,0.155
Tetrahedral,10.841,9.128,10.521,0.623
Tetrahedral,8.724,9.991,10.252,0.342
Tetrahedral,10.077,11.107,10.326,0.451
Tetrahedral,10.064,11.626,10.184,0.587
Tetrahedral,9.618,10.032,8.852,0.423
Tetrahedral,10.995,9.525,10.068,0.093
Tetrahedral,10.386,9.457,10.514,0.673
Tetrahedral,9.775,10.86,8.987,0.148
Tetrahedral,10.158,8.627,9.9,0.706
Tetrahedral,10.741,8.713,9.575,0.575
Tetrahedral,10.499,10.996,9.337,0.257
Tetrahedral,9.094,10.4,11.08,0.177
Tetrahedral,8.401,9.191,8.551,0.841
Tetrahedral,9.544,11.402,10.808,1.236
Tetrahedral,11.69,8.699,10.859,0.378
Tetrahedral,12.107,8.053,11.607,0.7
Tetrahedral,13.783,10.682,11.555,0.745
Tetrahedral,10.607,10.898,10.639,0.417
Tetrahedral,9.502,9.461,11.042,0.719
Tetrahedral,9.729,10.806,12.067,0.684
Tetrahedral,10.031,11.643,9.942,0.669
Tetrahedral,8.347,9.855,7.525,0.602
Tetrahedral,9.865,7.478,11.992,0.262
Tetrahedral,9.999,11.448,7.819,0.423
Tetrahedral,8.27,9.76,8.44,0.217
Tetrahedral,9.279,10.57,9.632,0.675
Tetrahedral,10.341,9.271,9.776,0.921
Tetrahedral,8.147,9.772,9.54,0.448
Tetrahedral,8.836,9.846,10.255,0.378
Tetrahedral,8.008,10.286,11.583,1.095
Tetrahedral,11.093,9.349,10.1,0.29
Tetrahedral,12.39,9.774,12.319,0.579
Tetrahedral,11.345,9.322,11.028,0.491
Tetrahedral,8.962,9.969,11.037,0.77
Tetrahedral,7.412,9.921,8.332,0.397
Tetrahedral,8.171,8.403,9.5,1.039
Tetrahedral,10.932,11.003,9.679,0.425
Tetrahedral,11.903,11.37,10.222,0.299
Tetrahedral,10.687,10.711,9.068,0.324
Tetrahedral,9.626,9.129,10.963,0.523
Tetrahedral,7.774,10.931,9.157,0.682
Tetrahedral,9.428,11.643,9.556,0.256
Tetrahedral,9.785,8.763,11.352,1.06
Tetrahedral,11.531,12.188,10.889,0.203
Tetrahedral,11.841,8.974,9.086,0.241
Tetrahedral,8.891,12.178,10.76,0.172
Tetrahedral,9.033,10.423,11.395,1.04
Tetrahedral,8.198,9.333,10.636,0.765
Tetrahedral,7.435,7.486,11.107,0.71
Tetrahedral,9.344,11.521,11.102,0.226
Tetrahedral,10.829,10.192,10.5,1.777
Tetrahedral,10.491,8.12,9.556,0.455
Tetrahedral,11.307,11.559,10.366,1.243
Tetrahedral,10.324,11.719,11.213,0.725
Tetrahedral,9.784,6.57,8.825,0.561
Tetrahedral,10.02,9.842,10.983,0.484
Tetrahedral,9.259,8.035,7.906,0.717
Tetrahedral,8.914,10.578,12.7,0.39
Tetrahedral,10.589,10.107,8.528,1.099
Tetrahedral,11.514,8.143,9.248,0.611
Tetrahedral,10.694,9.589,9.668,0.572
Tetrahedral,11.786,9.181,10.769,0.529
Tetrahedral,9.859,10.771,8.669,0.916
Tetrahedral,7.799,10.251,9.683,0.301
Tetrahedral,9.878,9.072,7.928,0.394
Tetrahedral,9.959,11.174,9.058,0.429
Tetrahedral,8.209,11.918,9.3,0.261
Tetrahedral,10.772,8.703,10.729,1.588
Tetrahedral,10.416,8.983,10.302,0.335
Tetrahedral,10.635,9.807,8.841,0.608
Tetrahedral,10.232,11.35,9.563,0.594
Tetrahedral,10.422,10.109,9.216,0.638
Tetrahedral,9.935,8.686,11.062,0.465
Tetrahedral,11.37,7.404,9.029,0.188
Tetrahedral,10.955,9.318,8.755,0.295
Tetrahedral,9.13,9.036,8.722,0.229
Tetrahedral,11.929,11.623,7.985,0.471
Tetrahedral,11.285,10.426,11.088,1.309
Tetrahedral,9.029,8.78,10.652,0.887
Tetrahedral,12.534,9.138,9.919,0.862
Tetrahedral,9.795,10.539,10.53,0.641
Tetrahedral,12.06,8.943,6.91,1.135
Tetrahedral,11.431,10.73,10.632,0.48
Tetrahedral,11.47,12.67,9.701,1.019
Tetrahedral,11.857,10.953,10.421,0.376
Tetrahedral,10.205,11.272,9.832,0.333
Tetrahedral,9.788,10.083,9.452,0.59
Tetrahedral,8.873,9.408,10.603,0.139
Tetrahedral,9.542,10.935,10.878,0.477
Tetrahedral,9.425,9.765,8.273,0.64
Tetrahedral,11.057,10.309,11.211,0.603
Tetrahedral,9.366,11.223,9.649,0.341
Tetrahedral,10.622,10.297,9.871,0.785
Tetrahedral,8.931,9.867,11.5,0.142
Tetrahedral,9.197,12.161,9.78,0.503
Tetrahedral,8.185,9.766,7.491,0.393
Tetrahedral,12.007,13.344,8.888,1.111
Tetrahedral,8.913,10.443,6.242,0.234
Tetrahedral,10.147,8.145,10.346,0.579
Tetrahedral,12.435,10.216,7.558,0.775
Tetrahedral,9.862,11.416,9.037,0.811
Tetrahedral,9.681,13.091,11.316,0.137
Tetrahedral,9.321,9.492,8.506,0.66
Tetrahedral,9.808,8.888,6.865,0.29
Tetrahedral,9.294,12.185,11.29,0.813
Tetrahedral,9.969,8.929,8.511,0.227
Tetrahedral,9.496,9.535,8.409,0.306
Tetrahedral,10.9,8.647,10.545,0.462
Tetrahedral,10.259,9.228,8.305,1.109
Tetrahedral,9.794,12.058,10.145,0.661
Tetrahedral,10.515,12.057,8.076,0.981
Tetrahedral,10.879,9.162,10.954,0.45
Tetrahedral,7.812,9.571,8.092,0.623
Tetrahedral,11.462,10.177,9.923,0.715
Tetrahedral,10.356,11.507,9.875,1.226
Tetrahedral,11.492,9.917,12.632,0.741
Tetrahedral,10.89,8.788,10.542,0.357
Tetrahedral,9.845,11.175,9.608,1.584
Tetrahedral,9.712,12.505,9.556,0.582
Tetrahedral,9.222,9.526,10.758,1.188
Tetrahedral,11.921,10.226,8.381,0.574
Tetrahedral,11.281,12.359,7.711,0.564
Tetrahedral,12.689,8.803,10.408,0.583
Tetrahedral,9.011,9.902,11.41,1.229
Tetrahedral,8.84,9.445,8.021,0.681
Tetrahedral,9.625,8.941,10.181,0.129
Tetrahedral,10.449,11.51,9.631,0.778
Tetrahedral,11.127,11.407,11.091,0.372
Tetrahedral,9.716,11.579,9.067,0.561
Tetrahedral,10.506,9.579,9.018,0.417
Tetrahedral,10.466,8.292,10.822,0.373
Tetrahedral,10.474,11.241,9.388,0.466
Tetrahedral,10.502,11.217,11.099,0.363
Tetrahedral,9.371,9.173,11.522,0.371
Tetrahedral,9.773,11.98,10.554,0.243
Tetrahedral,8.477,11.201,10.252,0.799
Tetrahedral,6.856,9.65,11.638,0.448
Tetrahedral,8.402,10.634,9.864,0.349
Tetrahedral,9.454,10.818,10.465,0.978
Tetrahedral,13.899,12.287,12.796,0.487
Tetrahedral,10.095,8.903,10.983,0.205
Tetrahedral,8.343,10.728,10.087,0.624
Tetrahedral,9.809,11.029,8.54,0.164
Tetrahedral,10.584,13.055,8.813,0.364
Tetrahedral,10.534,10.974,8.581,0.313
Tetrahedral,8.907,11,9.358,0.321
Tetrahedral,10.869,11.343,8.828,0.4
Tetrahedral,9.894,11.444,9.813,0.597
Tetrahedral,10.272,7.911,10.078,0.393
Tetrahedral,8.172,9.401,11.868,0.59
Tetrahedral,9.354,9.633,11.49,0.145
Tetrahedral,8.812,10.924,9.817,0.46
Tetrahedral,9.651,9.141,9.054,0.453
Tetrahedral,9.895,8.633,12.115,0.774
Tetrahedral,10.76,10.844,8.806,0.23
Tetrahedral,10.109,9.257,8.103,0.428
Tetrahedral,10.288,7.643,12.44,0.844
Tetrahedral,11.798,10.496,9.532,0.809
Tetrahedral,12.408,9.405,8.096,0.293
Tetrahedral,11.563,12.181,9.714,1.083
Tetrahedral,11.547,8.066,10.214,1.179
Tetrahedral,8.784,9.77,9.638,0.231
Tetrahedral,9.733,10.93,9.793,0.422
Tetrahedral,11.252,10.053,9.715,0.155
Tetrahedral,10.764,8.244,11.25,0.587
Tetrahedral,11.374,9.903,7.804,0.316
Tetrahedral,11.199,9.509,10.583,0.131
Tetrahedral,11.824,12.081,12.329,0.358
Tetrahedral,10.797,10.966,8.705,0.441
Tetrahedral,10.902,10.126,9.896,0.295
Tetrahedral,9.554,10.363,9.654,0.748
Tetrahedral,10.682,12.341,9.547,0.674
Tetrahedral,9.349,9.614,9.884,0.476
Tetrahedral,11.262,9.083,13.062,0.705
Tetrahedral,8.48,9.297,10.535,0.197
Tetrahedral,11.524,8.594,10.996,0.554
Tetrahedral,10.505,9.096,10.36,1.307
Tetrahedral,9.419,9.453,12.022,0.321
Tetrahedral,8.507,9.803,9.269,0.152
Tetrahedral,11.816,7.475,10.264,0.415
Tetrahedral,8.324,11.711,9.74,1.151
Tetrahedral,10.088,11.088,9.486,0.309
Tetrahedral,9.228,10.666,8.921,0.365
Tetrahedral,9.944,13.043,12.181,0.389
Tetrahedral,10.972,13.881,10.329,0.198
Tetrahedral,9.891,12.264,13.61,0.607
Tetrahedral,9.368,9.174,11.694,0.403
Tetrahedral,9.608,9.032,10.459,0.577
Tetrahedral,10.946,13.31,10.983,0.632
Tetrahedral,9.94,8.56,9.686,0.456
Tetrahedral,13.059,10.373,8.805,0.827
Tetrahedral,10.429,7.475,9.843,0.93
Tetrahedral,10.345,11.565,10.004,0.523
Tetrahedral,10.907,10.832,10.288,0.603
Tetrahedral,8.862,10.787,8.99,0.5
Tetrahedral,9.716,10.136,7.963,0.686
Tetrahedral,8.711,11.081,9.099,0.385
Tetrahedral,11.789,9.914,10.205,0.331
Tetrahedral,10.392,10.159,12.057,0.321
Tetrahedral,11.541,10.674,12.258,0.188
Tetrahedral,8.793,10.482,8.504,0.782
Tetrahedral,10.357,8.587,10.598,0.364
Tetrahedral,8.656,10.809,10.86,0.242
Tetrahedral,7.458,11.037,9.444,0.782
Tetrahedral,8.767,10.048,9.408,0.24
Tetrahedral,9.052,9.541,12.57,0.869
Tetrahedral,10.944,9.663,11.238,0.179
Tetrahedral,11.717,10.018,11.334,0.89
Tetrahedral,10.659,9.401,10.821,0.161
Tetrahedral,11.172,6.128,9.469,0.502
Tetrahedral,12.927,9.792,8.637,0.566
Tetrahedral,9.98,8.236,10.043,0.349
Tetrahedral,8.992,7.842,11.056,0.322
Tetrahedral,11.793,8.642,12.502,0.204
Tetrahedral,10.984,10.094,11.298,0.227
Tetrahedral,11.495,7.855,12.028,0.639
Tetrahedral,10.698,9.898,8.199,0.216
Tetrahedral,10.731,10.562,9.964,0.342
Tetrahedral,11.388,12.645,10,0.187
Tetrahedral,10.35,8.738,13.581,0.602
Tetrahedral,9.323,11.682,9.952,0.327
Tetrahedral,9.065,10.858,12.395,0.286
Tetrahedral,10.615,11.5,10.932,1.145
Tetrahedral,9.339,10.271,10.768,0.303
Tetrahedral,9.318,11.311,11.491,0.367
Tetrahedral,10.349,9.828,9.4,0.71
Tetrahedral,9.543,11.212,10.333,0.224
Tetrahedral,8.657,9.135,11.723,0.499
Tetrahedral,10.372,8.009,8.693,0.748
Tetrahedral,9.013,9.115,11.887,0.411
Tetrahedral,10.521,7.876,10.788,1.158
Tetrahedral,10.915,8.832,11.465,0.559
Tetrahedral,9.524,7.345,10.212,0.681
Tetrahedral,8.157,10.955,11.082,0.806
Tetrahedral,10.743,8.725,9.874,0.37
Tetrahedral,10.767,9.782,11.922,1.056
Tetrahedral,12.295,9.071,10.273,0.725
Tetrahedral,9.18,10.395,9.883,0.651
Tetrahedral,8.854,9.218,11.28,0.647
Tetrahedral,10.375,8.415,8.783,0.365
Tetrahedral,8.594,8.785,13.121,0.713
Tetrahedral,11.155,9.35,9.768,0.61
Tetrahedral,9.631,8.96,10.311,0.325
Tetrahedral,11.843,9.096,11.035,0.35
Tetrahedral,8.585,6.701,8.95,0.287
Tetrahedral,11.45,8.851,10.991,0.153
Tetrahedral,10.314,9.036,9.474,0.475
Tetrahedral,10.061,7.078,7.492,0.48
Tetrahedral,11.605,7.775,10.554,0.576
Tetrahedral,10.816,9.926,9.661,0.212
Tetrahedral,9.641,9.901,8.282,0.819
Tetrahedral,8.773,7.768,7.948,1.346
Tetrahedral,9.974,6.389,10.994,0.553
Tetrahedral,10.129,8.059,9.653,0.852
Tetrahedral,13.009,11.499,9.424,0.81
Tetrahedral,9.978,10.22,9.027,0.45
Tetrahedral,8.974,9.684,9.959,0.355
Tetrahedral,10.475,8.147,12.176,0.204
Tetrahedral,11.507,10.324,9.067,0.587
Tetrahedral,10.829,7.382,8.559,0.44
Tetrahedral,11.906,7.436,7.242,0.509
Tetrahedral,8.81,7.674,11.596,0.486
Tetrahedral,10.709,8.175,10.349,0.263
Tetrahedral,9.459,6.441,9.648,0.47
Tetrahedral,11.089,7.584,11.279,0.657
Tetrahedral,10.416,8.664,10.873,0.678
Tetrahedral,9.597,10.288,9.358,0.455
Tetrahedral,8.801,10.062,9.564,0.824
Tetrahedral,11.485,8.716,9.537,0.821
