Coordination,r1_c36,r2_c36,r3_c36
Seesaw,7.833,8.314,8.41
Seesaw,8.556,9.43,8.776
Seesaw,8.454,8.135,8.688
Seesaw,5.763,7.963,7.568
Seesaw,7.76,8.179,6.283
Seesaw,8.457,8.843,8.157
Seesaw,7.813,8.097,8.264
Seesaw,8.115,9.065,8.722
Seesaw,8.01,8.499,8.095
Seesaw,7.447,7.864,8.057
Seesaw,8.744,7.131,8.639
Seesaw,6.789,7.828,8.522
Seesaw,7.715,7.937,7.568
Seesaw,7.116,8.426,7.836
Seesaw,8.705,8.367,8.557
Seesaw,6.622,8.339,8.718
Seesaw,7.39,5.477,8.574
Seesaw,8.205,8.408,8.882
Seesaw,7.391,9.039,7.885
Seesaw,7.971,8.925,7.637
Seesaw,7.849,7.205,8.428
Seesaw,8.982,7.655,8.543
Seesaw,8.356,7.975,6.321
Seesaw,8.558,7.934,9.074
Seesaw,9.216,7.206,8.914
Seesaw,8.6,7.555,8.545
Seesaw,8.221,6.98,8.31
Seesaw,8.495,7.912,8.012
Seesaw,8.209,8.416,8.002
Seesaw,7.293,9.041,8.577
Seesaw,8.321,9.077,7.864
Seesaw,7.333,8.607,7.772
Seesaw,6.984,8.473,8.074
Seesaw,7.638,8.957,9.062
Seesaw,8.213,8.784,8.852
Seesaw,8.159,8.942,8.057
Seesaw,8.577,8.559,7.93
Seesaw,8.359,8.047,7.888
Seesaw,8.462,7.644,8.278
Seesaw,8.623,7.959,7.993
Seesaw,8.317,7.407,9.184
Seesaw,8.82,8.053,8.515
Seesaw,9.194,9.101,9.161
Seesaw,8.509,7.667,8.649
Seesaw,5.573,9.132,9.098
Seesaw,9.039,8.144,7.998
Seesaw,8.197,9.127,8.04
Seesaw,7.711,8.153,8.764
Seesaw,8.498,9.166,9.19
Seesaw,8.28,8.165,7.948
Seesaw,8.984,7.375,8.525
Seesaw,7.819,8.026,8.058
Seesaw,7.984,8.355,8.252
Seesaw,7.745,7.677,8.872
Seesaw,7.842,7.434,7.597
Seesaw,8.742,8.234,8.428
Seesaw,8.143,7.259,7.827
Seesaw,9.172,7.631,8.246
Seesaw,9.14,8.041,8.546
Seesaw,8.436,7.687,8.852
Seesaw,8.425,9.163,7.373
Seesaw,8.474,7.685,7.991
Seesaw,7.494,8.205,8.59
Seesaw,8.288,9.131,8.111
Seesaw,9.152,5.997,8.369
Seesaw,9.203,7.637,8.359
Seesaw,8.552,6.623,7.974
Seesaw,9.289,7.641,8.663
Seesaw,8.162,7.244,8.41
Seesaw,8.66,5.992,8.809
Seesaw,8.413,7.224,7.528
Seesaw,8.006,8.209,6.479
Seesaw,8.65,7.883,6.663
Seesaw,7.976,7.875,8.407
Seesaw,7.61,8.368,8.623
Seesaw,8.548,8.291,8.958
Seesaw,8.741,8.397,8.23
Seesaw,8.294,7.364,8.962
Seesaw,8.216,8.398,8.745
Seesaw,8.174,7.959,9.052
Seesaw,8.929,7.066,8.465
Seesaw,7.531,8.505,8.266
Seesaw,8.385,9.314,7.963
Seesaw,8.468,8.443,6.654
Seesaw,8.274,7.926,5.748
Seesaw,8.729,8.452,8.235
Seesaw,8.742,8.548,7.58
Seesaw,6.49,8.694,7.883
Seesaw,8.687,7.798,7.312
Seesaw,8.45,9.092,8.882
Seesaw,8.599,8.683,8.21
Seesaw,8.059,6.849,7.652
Seesaw,6.629,7.211,8.277
Seesaw,9.008,8.199,9.257
Seesaw,8.776,8.603,7.643
Seesaw,8.648,9.188,7.629
Seesaw,7.721,9.007,8.644
Seesaw,7.692,8.836,9.463
Seesaw,7.005,7.53,8.679
Seesaw,8.79,8.388,8.246
Seesaw,7.793,7.588,8.101
Seesaw,7.283,8.8,7.584
Seesaw,8.413,8.357,7.99
Seesaw,9.324,8.179,7.666
Seesaw,9.266,8.626,7.978
Seesaw,8.856,8.476,6.488
Seesaw,7.848,7.653,9.435
Seesaw,8.376,8.499,8.525
Seesaw,7.893,6.875,8.784
Seesaw,8.682,8.112,8.314
Seesaw,7.321,8.885,8.516
Seesaw,7.319,6.977,9.085
Seesaw,6.384,7.395,8.376
Seesaw,8.608,8.059,7.917
Seesaw,7.935,7.596,8.514
Seesaw,9.009,7.836,8.571
Seesaw,8.689,7.385,7.282
Seesaw,8.038,8.507,7.959
Seesaw,6.435,7.921,8.811
Seesaw,7.608,8.766,8.15
Seesaw,7.883,9.218,8.703
Seesaw,8.059,6.904,8.928
Seesaw,8.271,9.005,8.481
Seesaw,7.453,7.708,8.688
Seesaw,8.859,8.687,8.38
Seesaw,8.318,8.631,8.705
Seesaw,8.549,7.236,6.361
Seesaw,7.92,9.077,7.537
Seesaw,7.916,8.608,8.661
Seesaw,8.594,6.22,8.229
Seesaw,7.634,8.346,6.656
Seesaw,7.855,9.204,8.606
Seesaw,7.827,8.826,8.638
Seesaw,7.1,7.568,8.02
Seesaw,7.509,8.236,7.744
Seesaw,7.609,7.208,7.998
Seesaw,7.094,7.51,8.166
Seesaw,7.541,8.774,7.82
Seesaw,7.652,8.508,8.344
Seesaw,8.255,8.251,8.978
Seesaw,7.385,7.822,9.071
Seesaw,8.563,8.157,8.094
Seesaw,7.592,8.835,8.971
Seesaw,8.41,7.298,8.097
Seesaw,8.583,8.383,7.679
Seesaw,8.88,8.868,7.92
Seesaw,8.072,8.836,8.618
Seesaw,8.459,6.999,6.112
Seesaw,7.257,7.541,7.875
Seesaw,9.15,8.232,9.044
Seesaw,8.512,6.951,7.81
Seesaw,7.747,6.849,7.443
Seesaw,8.931,7.795,8.432
Seesaw,7.377,8.001,8.149
Seesaw,9.055,8.6,8.828
Seesaw,7.824,9.237,7.791
Seesaw,7.704,7.803,8.55
Seesaw,7.842,6.533,8.481
Seesaw,7.71,8.651,7.182
Seesaw,7.962,6.283,8.12
Seesaw,8.635,6.673,8.217
Seesaw,7.271,8.629,8.76
Seesaw,7.896,8.898,8.841
Seesaw,7.07,8.36,7.102
Seesaw,6.764,8.268,9.319
Seesaw,7.325,8.359,8.229
Seesaw,9.09,8.651,8.532
Seesaw,7.63,8.995,7.13
Seesaw,7.315,8.483,7.265
Seesaw,7.043,8.896,7.957
Seesaw,8.77,7.597,7.609
Seesaw,7.188,8.687,8.137
Seesaw,8.243,7.246,7.75
Seesaw,8.124,8.648,8.496
Seesaw,8.575,7.996,8.752
Seesaw,8.381,7.796,8.449
Seesaw,8.772,7.368,7.754
Seesaw,7.369,8.63,8.587
Seesaw,7.423,7.143,8.954
Seesaw,8.106,8.329,8.4
Seesaw,8.298,6.679,8.492
Seesaw,8.376,8.808,7.879
Seesaw,9.278,7.203,8.479
Seesaw,7.49,7.97,6.24
Seesaw,7.312,8.184,8.419
Seesaw,8.302,7.884,7.585
Seesaw,7.184,8.801,8.919
Seesaw,8.155,8.648,7.397
Seesaw,8.933,7.597,8.673
Seesaw,8.237,7.463,8.541
Seesaw,7.787,7.917,8.228
Seesaw,8.852,8.398,9.158
Seesaw,8.732,8.361,7.937
Seesaw,8.284,7.486,9.14
Seesaw,8.763,8.698,7.931
Seesaw,7.363,7.532,8.14
Seesaw,6.94,8.129,7.897
Seesaw,8.136,7.709,6.622
Seesaw,7.83,8.926,9.093
Seesaw,8.174,7.47,7.215
Seesaw,8.529,7.735,8.478
Seesaw,6.693,9.091,7.429
Seesaw,7.876,8.478,9.22
Seesaw,8.004,8.711,8.005
Seesaw,6.894,7.91,7.517
Seesaw,7.039,8.589,8.402
Seesaw,9.176,7.595,8.274
Seesaw,8.441,7.782,8.644
Seesaw,8.363,8.046,8.2
Seesaw,7.961,8.495,8.421
Seesaw,8.755,8.047,7.739
Seesaw,8.063,8.651,7.66
Seesaw,7.922,8.001,8.045
Seesaw,7.823,8.77,7.318
Seesaw,7.526,8.807,8.546
Seesaw,8.753,8.164,8.255
Seesaw,8.062,8.74,9.129
Seesaw,8.833,6.799,8.286
Seesaw,6.938,8.538,7.871
Seesaw,7.266,7.598,8.079
Seesaw,8.848,7.484,7.579
Seesaw,8.543,9.368,8.398
Seesaw,6.356,8.184,8.694
Seesaw,8.837,9.096,7.964
Seesaw,5.75,8.33,8.476
Seesaw,6.931,9.083,7.553
Seesaw,8.83,8.281,7.639
Seesaw,7.928,7.573,8.053
Seesaw,6.429,8.74,8.112
Seesaw,8.728,7.513,7.599
Seesaw,7.614,7.643,8.596
Seesaw,8.839,7.22,6.621
Seesaw,8.165,8.504,8.084
Seesaw,8.488,7.601,7.871
Seesaw,7.163,8.011,6.443
Seesaw,7.699,8.097,7.962
Seesaw,8.796,7.846,6.942
Seesaw,8.235,8.206,8.182
Seesaw,8.686,7.972,7.774
Seesaw,8.794,8.621,8.746
Seesaw,8.023,8.558,7.564
Seesaw,7.602,8.734,8.404
Seesaw,8.999,7.549,7.695
Seesaw,7.637,5.703,8.669
Seesaw,8.368,7.818,8.315
Seesaw,8.452,6.711,8.739
Seesaw,8.149,7.971,8.598
Seesaw,9.033,7.598,8.798
Seesaw,7.124,8.762,8.836
Seesaw,7.403,8.43,8.056
Seesaw,9.1,8.757,7.9
Seesaw,9.02,7.895,8.115
Seesaw,7.906,8.016,7.877
Seesaw,7.591,8.07,8.238
Seesaw,8.143,7.703,8.906
Seesaw,8.457,9.054,8.664
Seesaw,8.055,8.286,7.855
Seesaw,7.159,7.977,7.745
Seesaw,8.484,8.72,8.759
Seesaw,8.076,8.602,7.106
Seesaw,8.183,8.266,8.39
Seesaw,7.508,9.014,8.079
Seesaw,8.09,8.708,8.368
Seesaw,8.84,7.536,8.725
Seesaw,8.295,8.995,7.624
Seesaw,7.47,7.483,7.924
Seesaw,7.626,8.889,8.813
Seesaw,7.814,8.388,8.317
Seesaw,7.721,8.544,7.414
Seesaw,8.064,9.138,7.362
Seesaw,8.029,8.268,8.113
Seesaw,8.327,8.894,8.484
Seesaw,8.297,8.412,6.756
Seesaw,6.46,7.966,8.251
Seesaw,7.817,8.268,6.974
Seesaw,8.272,8.667,7.947
Seesaw,8.636,8.426,6.974
Seesaw,7.072,8.247,7.861
Seesaw,7.873,7.709,7.867
Seesaw,8.562,7.853,7.489
Seesaw,8.658,8.353,7.8
Seesaw,7.171,8.017,7.197
Seesaw,7.542,7.636,7.135
Seesaw,7.597,8.293,8.067
Seesaw,8.105,8.604,8.241
Seesaw,7.669,8.775,8.719
Seesaw,8.076,8.226,7.162
Seesaw,8.057,8.225,7.023
Seesaw,7.141,7.952,8.667
Seesaw,8.133,8.211,7.465
Seesaw,8.482,7.716,8.009
Seesaw,8.151,9.03,6.238
Seesaw,7.439,5.925,6.985
Seesaw,8.335,8.549,8.218
Seesaw,7.775,7.383,9.31
Seesaw,8.652,7.34,8.598
Seesaw,7.476,9.041,8.166
Seesaw,7.46,8.559,7.712
Seesaw,8.378,8.44,7.854
Seesaw,7.924,8.702,5.886
Seesaw,6.567,8.528,8.002
Seesaw,8.418,6.809,8.872
Seesaw,8.279,8.587,9.71
Seesaw,7.575,8.223,8.571
Seesaw,8.568,7.698,9.214
Seesaw,8.008,8.81,8.478
Seesaw,8.732,8.358,7.885
Seesaw,9.225,8.457,7.983
Seesaw,8.68,8.317,8.098
Seesaw,8.356,8.73,8.41
Seesaw,8.026,8.44,7.617
Seesaw,8.145,7.661,8.306
Seesaw,8.152,7.715,8.668
Seesaw,8.598,8.965,8.117
Seesaw,7.934,8.489,9.443
Seesaw,7.303,8.937,8.858
Seesaw,8.211,8.834,8.838
Seesaw,8.384,7.963,8.871
Seesaw,7.721,7.732,9.242
Seesaw,7.976,7.674,8.905
Seesaw,7.685,9.374,8.182
Seesaw,8.306,8.638,9.022
Seesaw,8.526,7.774,8.089
Seesaw,7.79,7.799,8.661
Seesaw,7.722,7.754,8.5
Seesaw,7.718,8.214,8.716
Seesaw,7.797,8.896,8.669
Seesaw,8.442,7.82,7.24
Seesaw,8.651,8.608,8.558
Seesaw,9.224,8.734,8.483
Seesaw,8.813,8.267,9.23
Seesaw,8.933,9.084,7.535
Seesaw,6.725,8.337,9.102
Seesaw,8.687,7.18,7.651
Seesaw,7.611,8.925,8.762
Seesaw,8.981,8.592,8.17
Seesaw,7.147,8.292,8.624
Seesaw,8.251,8.518,8.137
Seesaw,7.688,8.217,8.198
Seesaw,8.532,7.5,8.696
Seesaw,8.324,7.42,8.159
Seesaw,7.972,7.982,8.553
Seesaw,8.137,8.445,7.161
Seesaw,8.753,7.165,8.449
Seesaw,7.561,8.792,8.367
Seesaw,8.082,8.346,7.916
Seesaw,8.091,7.995,8.024
Seesaw,8.075,7.863,7.663
Seesaw,7.68,9.038,7.037
Seesaw,8.325,7.184,8.664
Seesaw,8.684,8.4,7.145
Seesaw,7.744,8.169,8.401
Seesaw,8.449,6.995,7.091
Seesaw,8.431,8.691,8.22
Seesaw,7.747,6.808,8.576
Seesaw,8.582,9.442,7.548
Seesaw,8.228,7.186,7.613
Seesaw,9.007,6.354,8.595
Seesaw,8.072,8.954,8.449
Seesaw,8.376,8.364,8.678
Seesaw,6.276,7.851,6.11
Seesaw,7.015,8.299,8.067
Seesaw,6.117,7.355,8.916
Seesaw,9.002,8.476,8.897
Seesaw,7.504,8.064,8.348
Seesaw,8.398,7.495,8.815
Seesaw,6.955,7.58,8.92
Seesaw,8.034,8.121,8.228
Seesaw,8.336,8.711,8.681
Seesaw,8.166,8.334,8.415
Seesaw,8.307,8.869,7.258
Seesaw,7.193,7.511,8.372
Seesaw,6.623,8.632,7.19
Seesaw,8.19,8.561,9.102
Seesaw,8.641,8.201,8.074
Seesaw,7.712,8.459,8.526
Seesaw,5.674,7.614,8.839
Seesaw,7.857,7.529,8.059
Seesaw,7.042,8.367,8.553
Seesaw,8.944,7.036,7.928
Seesaw,7.368,7.738,8.159
Seesaw,8.437,9.019,7.874
Seesaw,8.74,8.69,9.298
Seesaw,8.85,8.146,7.455
Seesaw,7.73,6.949,8.19
Seesaw,7.957,8.383,8.596
Seesaw,9.222,8.619,8.811
Seesaw,8.313,8.673,7.9
Seesaw,7.751,8.762,8.593
Seesaw,8.243,9.259,9.077
Seesaw,8.367,7.877,7.378
Seesaw,8.769,8.065,8.321
Seesaw,7.613,8.728,8.634
Seesaw,8.571,7.446,8.493
Seesaw,8.569,7.825,9.008
Seesaw,7.547,8.915,8.014
Seesaw,7.764,9.16,7.561
Seesaw,7.572,8.9,7.628
Seesaw,8.565,9.006,7.699
Seesaw,8.487,6.926,7.744
Seesaw,8.144,8.624,8.559
Seesaw,9.228,8.415,9.195
Seesaw,8.899,8.126,7.444
Seesaw,8.161,8.377,8.66
Seesaw,8.309,8.431,7.947
Seesaw,8.261,8.469,8.454
Seesaw,8.369,8.665,9.176
Seesaw,8.499,8.657,8.605
Seesaw,7.589,9.012,8.489
Seesaw,8.272,7.361,8.105
Seesaw,9.214,8.892,7.84
Seesaw,8.412,9.448,8.644
Seesaw,6.754,8.552,8.225
Seesaw,9.194,8.484,8.202
Seesaw,8.817,9.102,7.503
Seesaw,8.674,7.685,8.677
Seesaw,8.441,8.173,8.551
Seesaw,6.245,8.849,7.589
Seesaw,8.434,9.414,9.026
Seesaw,8.126,9.125,8.421
Seesaw,7.122,9.012,7.89
Seesaw,8.685,7.556,7.655
Seesaw,7.434,8.92,8.312
Seesaw,9.283,8.812,9.063
Seesaw,8.495,8.304,8.789
Seesaw,8.425,7.985,6.577
Seesaw,6.99,7.806,8.149
Seesaw,8.194,7.013,8.586
Seesaw,8.249,8.481,8.719
Seesaw,7.109,8.876,8.324
Seesaw,7.589,8.89,8.669
Seesaw,7.224,6.955,7.527
Seesaw,8.603,7.782,8.951
Seesaw,6.445,8.369,7.764
Seesaw,7.279,7.742,8.265
Seesaw,8.915,8.506,8.385
Seesaw,8.197,8.281,7.82
Seesaw,8.962,8.66,7.98
Seesaw,8.755,8.918,8.399
Seesaw,7.573,8.8,8.33
Seesaw,8.527,8.965,8.681
Seesaw,8.017,6.496,7.487
Seesaw,8.471,8.576,8.02
Seesaw,8.003,8.845,8.388
Seesaw,8.449,8.569,8.009
Seesaw,8.768,8.797,7.729
Seesaw,9.103,8.627,8.411
Seesaw,8.27,9.129,8.918
Seesaw,8.521,8.767,8.246
Seesaw,9.346,7.426,7.659
Seesaw,8.21,8.493,8.339
Seesaw,7.584,8.433,8.937
Seesaw,8.597,8.076,7.535
Seesaw,7.906,8.091,8.862
Seesaw,8.543,8.122,7.719
Seesaw,9.058,8.613,8.712
Seesaw,8.305,8.264,8.872
Seesaw,8.175,7.715,9.028
Seesaw,8.773,8.213,8.297
Seesaw,7.783,8.131,8.302
Seesaw,7.747,8.579,8.74
Seesaw,8.952,8.488,8.253
Seesaw,7.185,7.619,6.764
Seesaw,7.267,9.113,7.781
Seesaw,8.392,8.035,7.342
Seesaw,8.04,8.607,8.143
Seesaw,7.178,8.841,8.237
Seesaw,7.365,7.211,8.208
Seesaw,8.367,7.035,8.006
Seesaw,8.825,8.338,8.668
Seesaw,9.11,8.698,7.947
Seesaw,8.346,7.982,8.186
Seesaw,8.543,8.845,8.82
Seesaw,9.217,8.278,7.863
Seesaw,8.71,8.266,8.682
Seesaw,8.749,8.538,8.138
Seesaw,7.033,8.384,8.955
Seesaw,8.173,8.351,7.996
Seesaw,7.885,8.64,7.865
Seesaw,8.551,7.97,7.942
Seesaw,7.834,8.566,8.466
Seesaw,8.93,8.008,7.098
Seesaw,8.948,8.951,8.464
Seesaw,8.136,6.918,7.74
Seesaw,8.418,8.752,7.337
Seesaw,7.398,8.555,6.942
Seesaw,8.099,8.758,5.96
Seesaw,8.312,8.403,8.675
Seesaw,7.776,6.052,8.634
Seesaw,8.481,8.322,8.943
Seesaw,7.293,7.812,7.901
Seesaw,9.247,8.46,8.117
Seesaw,6.957,8.871,8.463
Seesaw,8.278,8.496,7.843
Seesaw,8.559,7.607,8.485
Seesaw,8.549,7.743,8.663
Seesaw,8.832,8.22,7.99
Seesaw,8.057,8.62,8.955
Seesaw,8.819,8.682,8.762
Seesaw,8.77,9.23,8.359
Seesaw,7.535,8.816,9.443
Seesaw,8.709,9.074,7.983
Seesaw,8.249,8.511,7.467
Seesaw,8.238,8.908,8.479
Seesaw,7.33,8.757,7.457
Seesaw,8.95,8.307,8.259
Seesaw,8.253,7.997,7.854
Seesaw,7.614,7.778,7.998
Seesaw,8.098,8.493,8.072
Seesaw,8.274,8.716,8.162
Seesaw,8.821,6.865,8.199
Seesaw,8.552,7.158,9.014
Seesaw,8.154,8.444,8.294
Seesaw,8.024,8.023,8.659
Seesaw,7.844,9.06,8.691
Seesaw,7.246,7.926,8.219
Seesaw,8.118,8.815,8.716
Seesaw,9.295,8.645,8.413
Seesaw,8.163,8.514,9.183
Seesaw,8.468,8.075,7.635
Seesaw,7.614,7.919,8.4
Seesaw,7.738,7.538,8.922
Seesaw,8.716,8.466,8.953
Seesaw,6.445,7.411,8.822
Seesaw,8.522,7.373,8.786
Seesaw,7.836,9.083,7.921
Seesaw,8.177,8.65,7.907
Seesaw,6.613,8.325,7.999
Seesaw,9.064,7.482,8.726
Seesaw,8.824,7.402,8.864
Seesaw,8.248,8.092,8.039
Seesaw,6.939,7.922,7.79
Seesaw,9.376,8.956,7.487
Seesaw,8.694,7.347,8.439
Seesaw,6.385,7.002,6.703
Seesaw,8.028,9.201,8.518
Seesaw,7.737,8.665,8.005
Seesaw,8.24,8.613,9.026
Seesaw,7.684,7.732,7.877
Seesaw,7.927,8.506,8.426
Seesaw,7.93,8.339,8.46
Seesaw,8.411,8.731,9.312
Seesaw,8.393,7.103,8.611
Seesaw,8.341,8.05,8.22
Seesaw,7.622,8.036,7.226
Seesaw,7.228,8.867,8.417
Seesaw,8.219,8.286,9.13
Seesaw,7.44,8.932,8.209
Seesaw,7.488,8.851,7.592
Seesaw,8.498,8.887,7.521
Seesaw,7.413,7.257,9.05
Seesaw,8.328,9.024,8.7
Seesaw,8.431,8.047,8.433
Seesaw,7.968,7.685,7.731
Seesaw,7.954,8.721,8.644
Seesaw,7.386,8.211,8.19
Seesaw,8.729,8.382,6.715
Seesaw,8.136,8.838,7.968
Seesaw,8.244,9.068,8.787
Seesaw,7.948,8.095,8.177
Seesaw,8.136,8.759,8.371
Seesaw,7.808,8.808,8.626
Seesaw,8.659,8.248,8.752
V-trigonal-bipyramid,2.358,2.358,2.358
V-trigonal-bipyramid,2.651,3.284,2.418
V-trigonal-bipyramid,2.466,2.351,1.827
V-trigonal-bipyramid,1.712,2.431,2.319
V-trigonal-bipyramid,2.122,2.271,2.097
V-trigonal-bipyramid,2.547,3.339,1.841
V-trigonal-bipyramid,1.901,2.467,3.163
V-trigonal-bipyramid,2.311,2.538,1.429
V-trigonal-bipyramid,1.544,2.558,2.461
V-trigonal-bipyramid,2.751,2.727,2.425
V-trigonal-bipyramid,1.614,3.061,2.479
V-trigonal-bipyramid,2.054,1.803,2.62
V-trigonal-bipyramid,2.674,2.589,2.811
V-trigonal-bipyramid,2.174,2.706,1.689
V-trigonal-bipyramid,1.661,2.081,2.493
V-trigonal-bipyramid,2.241,2.599,2.052
V-trigonal-bipyramid,2.825,2.18,2.092
V-trigonal-bipyramid,2.312,1.945,1.86
V-trigonal-bipyramid,2.934,2.967,1.88
V-trigonal-bipyramid,1.72,2.424,2.956
V-trigonal-bipyramid,3.245,2.202,2.558
V-trigonal-bipyramid,2.274,3.148,1.645
V-trigonal-bipyramid,2.274,2.218,2.114
V-trigonal-bipyramid,2.617,2.096,1.697
V-trigonal-bipyramid,2.007,3.262,1.719
V-trigonal-bipyramid,3.162,2.407,1.27
V-trigonal-bipyramid,2.46,1.955,2.649
V-trigonal-bipyramid,2.753,2.086,3.135
V-trigonal-bipyramid,2.835,2.782,2.324
V-trigonal-bipyramid,2.61,2.552,1.586
V-trigonal-bipyramid,2.511,2.493,2.566
V-trigonal-bipyramid,2.848,2.172,2.145
V-trigonal-bipyramid,2.685,1.44,2.839
V-trigonal-bipyramid,2.355,2.01,1.567
V-trigonal-bipyramid,3.245,2.291,1.929
V-trigonal-bipyramid,2.397,2.03,3.421
V-trigonal-bipyramid,2.392,2.118,2.691
V-trigonal-bipyramid,2.359,3.772,2.03
V-trigonal-bipyramid,1.967,2.63,2.187
V-trigonal-bipyramid,3.059,1.991,1.964
V-trigonal-bipyramid,3.052,1.366,2.577
V-trigonal-bipyramid,3.035,2.791,2.301
V-trigonal-bipyramid,2.903,2.003,2.478
V-trigonal-bipyramid,2.249,1.779,2.438
V-trigonal-bipyramid,2.062,1.385,2.481
V-trigonal-bipyramid,2.312,1.961,2.425
V-trigonal-bipyramid,1.592,2.666,2.031
V-trigonal-bipyramid,1.881,1.948,1.735
V-trigonal-bipyramid,1.37,2.445,2.652
V-trigonal-bipyramid,2.411,2.22,2.641
V-trigonal-bipyramid,2.553,2.43,1.92
V-trigonal-bipyramid,2.428,1.889,2.209
V-trigonal-bipyramid,2.18,2.768,2.706
V-trigonal-bipyramid,2.24,2.791,2.787
V-trigonal-bipyramid,2.484,1.98,2.644
V-trigonal-bipyramid,2.645,1.885,3.014
V-trigonal-bipyramid,1.899,2.12,2.729
V-trigonal-bipyramid,2.483,2.488,2.727
V-trigonal-bipyramid,2.403,2.414,2.29
V-trigonal-bipyramid,2.685,2.287,2.432
V-trigonal-bipyramid,2,3.156,1.843
V-trigonal-bipyramid,2.349,2.469,2.24
V-trigonal-bipyramid,2.327,2.124,3.033
V-trigonal-bipyramid,3.206,2.214,2.46
V-trigonal-bipyramid,2.429,2.576,1.566
V-trigonal-bipyramid,1.767,1.859,2.524
V-trigonal-bipyramid,2.13,1.562,2.356
V-trigonal-bipyramid,2.473,1.396,2.377
V-trigonal-bipyramid,2.018,2.638,2.508
V-trigonal-bipyramid,2.702,2.5,1.966
V-trigonal-bipyramid,2.407,2.189,2.774
V-trigonal-bipyramid,2.167,2.259,1.697
V-trigonal-bipyramid,2.384,2.272,1.586
V-trigonal-bipyramid,1.159,1.832,2.667
V-trigonal-bipyramid,1.839,2.053,1.75
V-trigonal-bipyramid,2.279,1.977,2.276
V-trigonal-bipyramid,2.87,2.653,2.478
V-trigonal-bipyramid,2.09,2.615,1.936
V-trigonal-bipyramid,1.857,1.773,2.583
V-trigonal-bipyramid,2.166,2.243,2.895
V-trigonal-bipyramid,1.849,2.66,3.213
V-trigonal-bipyramid,2.214,2.597,2.351
V-trigonal-bipyramid,1.892,1.989,2.208
V-trigonal-bipyramid,1.706,4.626,2.466
V-trigonal-bipyramid,2.139,2.484,2.45
V-trigonal-bipyramid,2.345,1.775,2.607
V-trigonal-bipyramid,1.803,2.109,1.926
V-trigonal-bipyramid,1.937,1.946,1.834
V-trigonal-bipyramid,1.528,2.432,3.001
V-trigonal-bipyramid,2.573,1.802,1.614
V-trigonal-bipyramid,1.787,2.255,1.81
V-trigonal-bipyramid,1.774,1.606,2.419
V-trigonal-bipyramid,1.377,3.299,1.685
V-trigonal-bipyramid,2.086,2.522,2.405
V-trigonal-bipyramid,2.419,1.684,1.833
V-trigonal-bipyramid,1.653,2.809,2.275
V-trigonal-bipyramid,2.416,1.705,2.061
V-trigonal-bipyramid,2.519,2.819,2.655
V-trigonal-bipyramid,2.625,1.737,2.336
V-trigonal-bipyramid,1.574,2.083,2.273
V-trigonal-bipyramid,2.24,2.96,2.464
V-trigonal-bipyramid,1.609,3.17,2.27
V-trigonal-bipyramid,2.334,2.062,2.599
V-trigonal-bipyramid,2.443,2.498,2.101
V-trigonal-bipyramid,2.635,2.548,2.126
V-trigonal-bipyramid,1.843,2.118,3.031
V-trigonal-bipyramid,2.399,1.671,2.247
V-trigonal-bipyramid,1.828,2.995,2.13
V-trigonal-bipyramid,1.804,2.671,1.955
V-trigonal-bipyramid,2.557,1.879,2.353
V-trigonal-bipyramid,2.046,2.371,2.51
V-trigonal-bipyramid,2.511,1.438,2.039
V-trigonal-bipyramid,1.951,3.156,2.713
V-trigonal-bipyramid,2.714,2.522,2.275
V-trigonal-bipyramid,1.809,2.334,1.987
V-trigonal-bipyramid,1.716,2.404,1.906
V-trigonal-bipyramid,2.109,1.959,1.27
V-trigonal-bipyramid,2.871,1.771,2.629
V-trigonal-bipyramid,2.529,1.723,2.256
V-trigonal-bipyramid,2.329,1.474,2.56
V-trigonal-bipyramid,1.873,1.728,2.329
V-trigonal-bipyramid,2.182,2.206,1.824
V-trigonal-bipyramid,2.442,2.755,2.848
V-trigonal-bipyramid,2,0.879,2.135
V-trigonal-bipyramid,2.195,2.775,2.557
V-trigonal-bipyramid,2.157,2.023,2.165
V-trigonal-bipyramid,2.064,2.506,1.505
V-trigonal-bipyramid,2.306,2.592,1.482
V-trigonal-bipyramid,2.34,2.095,2.655
V-trigonal-bipyramid,2.425,2.55,2.443
V-trigonal-bipyramid,2.055,2.294,1.816
V-trigonal-bipyramid,3.142,1.921,1.945
V-trigonal-bipyramid,3.13,2.093,2.917
V-trigonal-bipyramid,1.755,2.109,2.764
V-trigonal-bipyramid,1.87,2.224,2.074
V-trigonal-bipyramid,2.115,2.04,2.655
V-trigonal-bipyramid,1.603,1.447,2.926
V-trigonal-bipyramid,2.977,2.231,2.649
V-trigonal-bipyramid,2.199,2.985,2.957
V-trigonal-bipyramid,1.636,2.282,2.141
V-trigonal-bipyramid,1.892,2.581,2.424
V-trigonal-bipyramid,2.541,2.342,2.189
V-trigonal-bipyramid,1.282,2.335,2.184
V-trigonal-bipyramid,2.252,2.44,3.214
V-trigonal-bipyramid,2.358,2.723,1.997
V-trigonal-bipyramid,2.35,1.818,3.449
V-trigonal-bipyramid,2.388,2.182,1.584
V-trigonal-bipyramid,3.551,2.182,2.095
V-trigonal-bipyramid,2.279,2.128,2.118
V-trigonal-bipyramid,1.987,2.548,2.529
V-trigonal-bipyramid,2.414,1.537,2.183
V-trigonal-bipyramid,2.309,2.777,2.428
V-trigonal-bipyramid,2.244,2.348,1.649
